release_id,track_number,performance_id,track_title,duration_seconds,spotify_track_url,notes
release-formerly-the-warlocks-2010,8,gd-1989-10-08-bird-song-1-8,Bird Song,804,,disc 1 track 8; MusicBrainz recording 7f47753f-662a-449f-b662-ded6a03a7648; title aligned uniquely and monotonically with the gd-1989-10-08 setlist.
release-formerly-the-warlocks-2010,9,gd-1989-10-08-promised-land-1-9,Promised Land,297,,disc 1 track 9; MusicBrainz recording 05637238-8805-44c9-ab35-8dbb75a3dcf9; title aligned uniquely and monotonically with the gd-1989-10-08 setlist.
release-formerly-the-warlocks-2010,10,gd-1989-10-08-help-on-the-way-2-1,Help on the Way,285,,disc 2 track 1; MusicBrainz recording 3cc3aa56-5fb5-45b1-b28a-1fcd842b65bd; title aligned uniquely and monotonically with the gd-1989-10-08 setlist.
release-formerly-the-warlocks-2010,11,gd-1989-10-08-slipknot-2-2,Slipknot!,294,,disc 2 track 2; MusicBrainz recording 91b8b3f0-ac7c-4018-89e9-66739d363cf1; title aligned uniquely and monotonically with the gd-1989-10-08 setlist.
release-formerly-the-warlocks-2010,12,gd-1989-10-08-franklin-s-tower-2-3,Franklin’s Tower,507,,disc 2 track 3; MusicBrainz recording 3c5dfc08-4977-4667-9934-b9303f53216b; title aligned uniquely and monotonically with the gd-1989-10-08 setlist.
release-formerly-the-warlocks-2010,13,gd-1989-10-08-victim-or-the-crime-2-4,Victim or the Crime,511,,disc 2 track 4; MusicBrainz recording 27ee3333-9f24-4a7a-acf6-d25e5b45babc; title aligned uniquely and monotonically with the gd-1989-10-08 setlist.
release-formerly-the-warlocks-2010,14,gd-1989-10-08-eyes-of-the-world-2-5,Eyes of the World,548,,disc 2 track 5; MusicBrainz recording 94accf16-8d7f-4d4e-8d28-cc29116b8dfd; title aligned uniquely and monotonically with the gd-1989-10-08 setlist.
release-formerly-the-warlocks-2010,15,,Rhythm Devils,644,,"disc 2 track 6; MusicBrainz recording 632a6abf-4812-4a0b-8974-84d41c4b3462; no canonical performance mapped: title is not in the show's canonical setlist (intro, tuning, banter, or source-only segment)."
release-formerly-the-warlocks-2010,16,gd-1989-10-08-space-2-7,Space,525,,disc 3 track 1; MusicBrainz recording 12b78e09-60e4-4beb-8b7a-530c8273c1f2; title aligned uniquely and monotonically with the gd-1989-10-08 setlist.
release-formerly-the-warlocks-2010,17,gd-1989-10-08-i-need-a-miracle-2-8,I Need a Miracle,302,,disc 3 track 2; MusicBrainz recording 9ed3f23c-f0d7-4f48-a69b-ed04b06ac890; title aligned uniquely and monotonically with the gd-1989-10-08 setlist.
release-formerly-the-warlocks-2010,18,gd-1989-10-08-the-wheel-2-9,The Wheel,254,,disc 3 track 3; MusicBrainz recording 805a6f62-df4d-4b00-b9d2-6958ee569fd0; title aligned uniquely and monotonically with the gd-1989-10-08 setlist.
release-formerly-the-warlocks-2010,19,gd-1989-10-08-gimme-some-lovin-2-10,Gimme Some Lovin’,271,,disc 3 track 4; MusicBrainz recording d81f3c2d-1b24-4fc1-a4a7-401de1e07039; title aligned uniquely and monotonically with the gd-1989-10-08 setlist.
release-formerly-the-warlocks-2010,20,gd-1989-10-08-morning-dew-2-11,Morning Dew,805,,disc 3 track 5; MusicBrainz recording fb9809da-3b4c-48a9-b194-d4d3e21fea38; title aligned uniquely and monotonically with the gd-1989-10-08 setlist.
release-formerly-the-warlocks-2010,21,,We Bid You Goodnight,236,,"disc 3 track 6; MusicBrainz recording 173ca786-4de4-48b1-a5f5-e5424cb567a0; no canonical performance mapped: title is not in the show's canonical setlist (intro, tuning, banter, or source-only segment)."
release-formerly-the-warlocks-2010,22,gd-1989-10-09-feel-like-a-stranger-1-1,Feel Like a Stranger,496,,disc 4 track 1; MusicBrainz recording be8311da-b315-417d-9a77-4095babd90e3; title aligned uniquely and monotonically with the gd-1989-10-09 setlist.
release-formerly-the-warlocks-2010,23,gd-1989-10-09-built-to-last-1-2,Built to Last,303,,disc 4 track 2; MusicBrainz recording d87b5efc-9ff9-41f0-996b-f48ff47bc026; title aligned uniquely and monotonically with the gd-1989-10-09 setlist.
release-formerly-the-warlocks-2010,24,gd-1989-10-09-little-red-rooster-1-3,Little Red Rooster,549,,disc 4 track 3; MusicBrainz recording ba964a60-ea01-4f05-a50a-03235fd39934; title aligned uniquely and monotonically with the gd-1989-10-09 setlist.
release-formerly-the-warlocks-2010,25,gd-1989-10-09-ramble-on-rose-1-4,Ramble On Rose,473,,disc 4 track 4; MusicBrainz recording 97af5630-7f28-4eed-a5d5-3e1a93e0f4c3; title aligned uniquely and monotonically with the gd-1989-10-09 setlist.
release-formerly-the-warlocks-2010,26,gd-1989-10-09-we-can-run-1-5,We Can Run,392,,disc 4 track 5; MusicBrainz recording 5d37377d-c3ce-489e-b183-dcd875b7ac65; title aligned uniquely and monotonically with the gd-1989-10-09 setlist.
release-formerly-the-warlocks-2010,27,gd-1989-10-09-jack-a-roe-1-6,Jack‐A‐Roe,277,,disc 4 track 6; MusicBrainz recording 11993568-6e21-44e1-984b-9fab6b752fc2; title aligned uniquely and monotonically with the gd-1989-10-09 setlist.
release-formerly-the-warlocks-2010,28,gd-1989-10-09-stuck-inside-of-mobile-with-the-memphis-blues-again-1-7,Stuck Inside of Mobile With the Memphis Blues Again,611,,disc 4 track 7; MusicBrainz recording 2669e90c-b0c1-4300-9406-187aba9ab880; title aligned uniquely and monotonically with the gd-1989-10-09 setlist.
release-formerly-the-warlocks-2010,29,gd-1989-10-09-row-jimmy-1-8,Row Jimmy,669,,disc 4 track 8; MusicBrainz recording 3221f0a4-e1be-4ab4-99f1-abbee85452d3; title aligned uniquely and monotonically with the gd-1989-10-09 setlist.
release-formerly-the-warlocks-2010,30,gd-1989-10-09-the-music-never-stopped-1-9,The Music Never Stopped,495,,disc 4 track 9; MusicBrainz recording bc1af142-6f9b-4064-af74-3e591145b6a1; title aligned uniquely and monotonically with the gd-1989-10-09 setlist.
release-formerly-the-warlocks-2010,31,gd-1989-10-09-playing-in-the-band-2-1,Playing in the Band,684,,disc 5 track 1; MusicBrainz recording 70a4a2ae-bb54-47c7-94e3-54f58f8497f4; title aligned uniquely and monotonically with the gd-1989-10-09 setlist.
release-formerly-the-warlocks-2010,32,gd-1989-10-09-uncle-john-s-band-2-2,Uncle John’s Band,718,,disc 5 track 2; MusicBrainz recording a8cefe10-d4a0-41d0-9ac6-05ecd04fa64e; title aligned uniquely and monotonically with the gd-1989-10-09 setlist.
release-formerly-the-warlocks-2010,33,gd-1989-10-09-playing-in-the-band-2-3,Playing in the Band,141,,disc 5 track 3; MusicBrainz recording ed070605-e815-4aa5-ac42-73afe3bd7829; title aligned uniquely and monotonically with the gd-1989-10-09 setlist.
release-formerly-the-warlocks-2010,34,gd-1989-10-09-dark-star-2-4,Dark Star,1163,,disc 5 track 4; MusicBrainz recording 7e09d970-8d13-4cca-824d-25b23c77805f; title aligned uniquely and monotonically with the gd-1989-10-09 setlist.
release-formerly-the-warlocks-2010,35,,Rhythm Devils,595,,"disc 5 track 5; MusicBrainz recording 7c2049ab-bde4-4246-9815-b1ce23a406c7; no canonical performance mapped: title is not in the show's canonical setlist (intro, tuning, banter, or source-only segment)."
release-formerly-the-warlocks-2010,36,gd-1989-10-09-space-2-6,Space,447,,disc 6 track 1; MusicBrainz recording da4faf78-90ea-4046-a119-fb538e253c3f; title aligned uniquely and monotonically with the gd-1989-10-09 setlist.
release-formerly-the-warlocks-2010,37,gd-1989-10-09-death-don-t-have-no-mercy-2-7,Death Don’t Have No Mercy,527,,disc 6 track 2; MusicBrainz recording aedffd26-dee4-469b-a1da-b8c7dcba6011; title aligned uniquely and monotonically with the gd-1989-10-09 setlist.
release-formerly-the-warlocks-2010,38,gd-1989-10-09-dear-mr-fantasy-2-8,Dear Mr. Fantasy,314,,disc 6 track 3; MusicBrainz recording e66e24d2-3801-4ffe-b1af-066a71d1090f; title aligned uniquely and monotonically with the gd-1989-10-09 setlist.
release-formerly-the-warlocks-2010,39,,Hey Jude,193,,"disc 6 track 4; MusicBrainz recording 45e9464a-cf8d-47df-a7c8-7b51fda92490; no canonical performance mapped: title is not in the show's canonical setlist (intro, tuning, banter, or source-only segment)."
release-formerly-the-warlocks-2010,40,gd-1989-10-09-throwing-stones-2-10,Throwing Stones,617,,disc 6 track 5; MusicBrainz recording 9eeb3303-e41b-486a-98a3-bfd18e113ce9; title aligned uniquely and monotonically with the gd-1989-10-09 setlist.
release-formerly-the-warlocks-2010,41,gd-1989-10-09-good-lovin-2-11,Good Lovin’,561,,disc 6 track 6; MusicBrainz recording 024511d3-b453-4cab-b9e0-fe4b82a392b6; title aligned uniquely and monotonically with the gd-1989-10-09 setlist.
release-formerly-the-warlocks-2010,42,gd-1989-10-09-attics-of-my-life-3-1,Attics of My Life,393,,disc 6 track 7; MusicBrainz recording b6bbc5a5-4104-4cc4-bbd3-4a1fc584bb23; title aligned uniquely and monotonically with the gd-1989-10-09 setlist.
release-fox-theatre-st-louis-mo-1971-12-10,1,gd-1971-12-10-bertha-1-1,Bertha,392,,disc 1 track 1; MusicBrainz recording b9b34d03-778e-4874-9779-e38502928a48; title aligned uniquely and monotonically with the gd-1971-12-10 setlist.
release-fox-theatre-st-louis-mo-1971-12-10,2,gd-1971-12-10-me-and-my-uncle-1-2,Me and My Uncle,228,,disc 1 track 2; MusicBrainz recording 343bea23-1d3d-4985-bd3e-3cd341bad58f; title aligned uniquely and monotonically with the gd-1971-12-10 setlist.
release-fox-theatre-st-louis-mo-1971-12-10,3,gd-1971-12-10-mr-charlie-1-3,Mr. Charlie,265,,disc 1 track 3; MusicBrainz recording bfd6c5b3-a489-4917-9868-b0091a581574; title aligned uniquely and monotonically with the gd-1971-12-10 setlist.
release-fox-theatre-st-louis-mo-1971-12-10,4,gd-1971-12-10-loser-1-4,Loser,442,,disc 1 track 4; MusicBrainz recording 9bdcd49b-d272-4ae7-925b-b06450a7e951; title aligned uniquely and monotonically with the gd-1971-12-10 setlist.
release-fox-theatre-st-louis-mo-1971-12-10,5,gd-1971-12-10-beat-it-on-down-the-line-1-5,Beat It On Down the Line,229,,disc 1 track 5; MusicBrainz recording f6c075dc-b407-4761-916d-813df47b8415; title aligned uniquely and monotonically with the gd-1971-12-10 setlist.
release-fox-theatre-st-louis-mo-1971-12-10,6,gd-1971-12-10-sugaree-1-6,Sugaree,529,,disc 1 track 6; MusicBrainz recording 9de53c93-51de-413a-9d5f-93ed7f5b1571; title aligned uniquely and monotonically with the gd-1971-12-10 setlist.
release-fox-theatre-st-louis-mo-1971-12-10,7,gd-1971-12-10-jack-straw-1-7,Jack Straw,330,,disc 1 track 7; MusicBrainz recording d4f236e5-cfae-4c90-a6b6-8354de2a9f2e; title aligned uniquely and monotonically with the gd-1971-12-10 setlist.
release-fox-theatre-st-louis-mo-1971-12-10,8,gd-1971-12-10-next-time-you-see-me-1-8,Next Time You See Me,277,,disc 1 track 8; MusicBrainz recording fd7671c6-9093-4199-b1be-c5919b852720; title aligned uniquely and monotonically with the gd-1971-12-10 setlist.
release-fox-theatre-st-louis-mo-1971-12-10,9,gd-1971-12-10-tennessee-jed-1-9,Tennessee Jed,463,,disc 1 track 9; MusicBrainz recording c1cc7f48-bf65-4cf6-9e45-7bf8bae87050; title aligned uniquely and monotonically with the gd-1971-12-10 setlist.
release-fox-theatre-st-louis-mo-1971-12-10,10,gd-1971-12-10-el-paso-1-10,El Paso,296,,disc 1 track 10; MusicBrainz recording 4d7029f6-3e34-4baf-b37a-b70b54cf7c5f; title aligned uniquely and monotonically with the gd-1971-12-10 setlist.
release-fox-theatre-st-louis-mo-1971-12-10,11,gd-1971-12-10-big-railroad-blues-1-11,Big Railroad Blues,252,,disc 1 track 11; MusicBrainz recording 123827a7-4160-4b5e-bb78-6696289006a7; title aligned uniquely and monotonically with the gd-1971-12-10 setlist.
release-fox-theatre-st-louis-mo-1971-12-10,12,gd-1971-12-10-casey-jones-1-12,Casey Jones,342,,disc 1 track 12; MusicBrainz recording 85bc430d-648f-4ee2-a099-2876924afa39; title aligned uniquely and monotonically with the gd-1971-12-10 setlist.
release-fox-theatre-st-louis-mo-1971-12-10,13,gd-1971-12-10-good-lovin-2-1,Good Lovin’,1332,,disc 2 track 1; MusicBrainz recording 9fe4f0b2-27fe-452a-b85b-f81b54f73a2f; title aligned uniquely and monotonically with the gd-1971-12-10 setlist.
release-fox-theatre-st-louis-mo-1971-12-10,14,gd-1971-12-10-brokedown-palace-2-2,Brokedown Palace,366,,disc 2 track 2; MusicBrainz recording cc0bf707-1b9a-40b4-82f4-a99a64bbee31; title aligned uniquely and monotonically with the gd-1971-12-10 setlist.
release-fox-theatre-st-louis-mo-1971-12-10,15,gd-1971-12-10-playing-in-the-band-2-3,Playing in the Band,417,,disc 2 track 3; MusicBrainz recording 13987e15-4367-479f-aadc-e0d1d680e988; title aligned uniquely and monotonically with the gd-1971-12-10 setlist.
release-fox-theatre-st-louis-mo-1971-12-10,16,gd-1971-12-10-run-rudolph-run-2-4,Run Rudolph Run,219,,disc 2 track 4; MusicBrainz recording b7fb3208-0eb5-4379-b384-bcfc04836e9b; title aligned uniquely and monotonically with the gd-1971-12-10 setlist.
release-fox-theatre-st-louis-mo-1971-12-10,17,gd-1971-12-10-deal-2-5,Deal,350,,disc 2 track 5; MusicBrainz recording 76871c01-1a96-4261-b2f7-4239e8634073; title aligned uniquely and monotonically with the gd-1971-12-10 setlist.
release-fox-theatre-st-louis-mo-1971-12-10,18,gd-1971-12-10-sugar-magnolia-2-6,Sugar Magnolia,474,,disc 2 track 6; MusicBrainz recording 7c31317f-7086-4cae-bf8a-48f813881ed1; title aligned uniquely and monotonically with the gd-1971-12-10 setlist.
release-fox-theatre-st-louis-mo-1971-12-10,19,gd-1971-12-10-comes-a-time-2-7,Comes a Time,495,,disc 2 track 7; MusicBrainz recording e9482f5a-7ee0-4133-aebc-eb1c1dc512be; title aligned uniquely and monotonically with the gd-1971-12-10 setlist.
release-fox-theatre-st-louis-mo-1971-12-10,20,gd-1971-12-10-truckin-2-8,Truckin’,505,,disc 3 track 1; MusicBrainz recording d44c7b9f-d242-4492-a1f9-b523005b7aa4; title aligned uniquely and monotonically with the gd-1971-12-10 setlist.
release-fox-theatre-st-louis-mo-1971-12-10,21,gd-1971-12-10-drums-2-9,Drums,201,,disc 3 track 2; MusicBrainz recording 5303015d-c95e-4d61-bb8d-ef9ef67225fe; title aligned uniquely and monotonically with the gd-1971-12-10 setlist.
release-fox-theatre-st-louis-mo-1971-12-10,22,gd-1971-12-10-the-other-one-2-10,The Other One,793,,disc 3 track 3; MusicBrainz recording bf7de7fa-2c73-4edc-8070-b467256bfff7; title aligned uniquely and monotonically with the gd-1971-12-10 setlist.
release-fox-theatre-st-louis-mo-1971-12-10,23,gd-1971-12-10-sitting-on-top-of-the-world-2-11,Sitting on Top of the World,190,,disc 3 track 4; MusicBrainz recording 7352a3cd-61b2-46bf-a6ee-106162bbe2c4; title aligned uniquely and monotonically with the gd-1971-12-10 setlist.
release-fox-theatre-st-louis-mo-1971-12-10,24,,"The Other One, Pt. 2",362,,"disc 3 track 5; MusicBrainz recording 39265af7-a5b9-49f6-abe4-0239c6f1ec4d; no canonical performance mapped: title is not in the show's canonical setlist (intro, tuning, banter, or source-only segment)."
release-fox-theatre-st-louis-mo-1971-12-10,25,,"Not Fade Away, Pt. 1",358,,"disc 3 track 6; MusicBrainz recording 3c2a82bf-6402-431c-8792-4c5f302ee55b; no canonical performance mapped: title is not in the show's canonical setlist (intro, tuning, banter, or source-only segment)."
release-fox-theatre-st-louis-mo-1971-12-10,26,gd-1971-12-10-goin-down-the-road-feelin-bad-2-14,Goin’ Down the Road Feeling Bad,373,,disc 3 track 7; MusicBrainz recording c93a248e-a826-49e0-abfa-1b3c8d987e4d; title aligned uniquely and monotonically with the gd-1971-12-10 setlist.
release-fox-theatre-st-louis-mo-1971-12-10,27,,"Not Fade Away, Pt. 2",238,,"disc 3 track 8; MusicBrainz recording 5fe006fc-e128-4e8f-ac66-c1db8a75f885; no canonical performance mapped: title is not in the show's canonical setlist (intro, tuning, banter, or source-only segment)."
release-fox-theatre-st-louis-mo-1971-12-10,28,gd-1971-12-10-one-more-saturday-night-3-1,One More Saturday Night,292,,disc 3 track 9; MusicBrainz recording 371187c7-21d7-44ff-b24f-e89095282c7a; title aligned uniquely and monotonically with the gd-1971-12-10 setlist.
release-freedom-hall-louisville-ky-usa-1989-04-09,1,gd-1989-04-09-hell-in-a-bucket-1-1,Hell in a Bucket,421,,disc 1 track 1; MusicBrainz recording 5e917fe2-f8fd-4c1a-947d-45073cc5598c; title aligned uniquely and monotonically with the gd-1989-04-09 setlist.
release-freedom-hall-louisville-ky-usa-1989-04-09,2,gd-1989-04-09-sugaree-1-2,Sugaree,606,,disc 1 track 2; MusicBrainz recording 22ebb1bc-b603-4a4b-afe4-b6a9703f3d63; title aligned uniquely and monotonically with the gd-1989-04-09 setlist.
release-freedom-hall-louisville-ky-usa-1989-04-09,3,gd-1989-04-09-walkin-blues-1-3,Walkin’ Blues,501,,disc 1 track 3; MusicBrainz recording 56ea38a3-654e-47a0-8245-aeb510c31daf; title aligned uniquely and monotonically with the gd-1989-04-09 setlist.
release-freedom-hall-louisville-ky-usa-1989-04-09,4,gd-1989-04-09-it-must-have-been-the-roses-1-4,It Must Have Been the Roses,373,,disc 1 track 4; MusicBrainz recording 143ed503-397f-4e89-988a-c10311b7bfa7; title aligned uniquely and monotonically with the gd-1989-04-09 setlist.
release-freedom-hall-louisville-ky-usa-1989-04-09,5,gd-1989-04-09-me-and-my-uncle-1-5,Me & My Uncle,193,,disc 1 track 5; MusicBrainz recording fc1587dc-8e61-4566-8421-7bce4707bb19; title aligned uniquely and monotonically with the gd-1989-04-09 setlist.
release-freedom-hall-louisville-ky-usa-1989-04-09,6,gd-1989-04-09-big-river-1-6,Big River,365,,disc 1 track 6; MusicBrainz recording e01e0afd-54a7-4891-913e-2edc967deb74; title aligned uniquely and monotonically with the gd-1989-04-09 setlist.
release-freedom-hall-louisville-ky-usa-1989-04-09,7,gd-1989-04-09-ramble-on-rose-1-7,Ramble On Rose,420,,disc 1 track 7; MusicBrainz recording 9a437e54-0a07-4f36-9b5e-91f2080a8640; title aligned uniquely and monotonically with the gd-1989-04-09 setlist.
release-freedom-hall-louisville-ky-usa-1989-04-09,8,gd-1989-04-09-desolation-row-1-8,Desolation Row,645,,disc 1 track 8; MusicBrainz recording 7ce1b220-3a88-479d-aad5-7b0720ca677a; title aligned uniquely and monotonically with the gd-1989-04-09 setlist.
release-freedom-hall-louisville-ky-usa-1989-04-09,9,gd-1989-04-09-foolish-heart-1-9,Foolish Heart,499,,disc 1 track 9; MusicBrainz recording 2ae8a01f-cc1b-4966-baaf-359b2b8adc6f; title aligned uniquely and monotonically with the gd-1989-04-09 setlist.
release-freedom-hall-louisville-ky-usa-1989-04-09,10,gd-1989-04-09-louie-louie-2-1,Louie Louie,307,,disc 2 track 1; MusicBrainz recording 86d2b844-50dc-4adf-b807-d98bcdebf2eb; title aligned uniquely and monotonically with the gd-1989-04-09 setlist.
release-freedom-hall-louisville-ky-usa-1989-04-09,11,gd-1989-04-09-man-smart-woman-smarter-2-2,Women Are Smarter,423,,disc 2 track 2; MusicBrainz recording ab792fab-240e-43c9-98f6-d20aba10de89; title aligned uniquely and monotonically with the gd-1989-04-09 setlist.
release-freedom-hall-louisville-ky-usa-1989-04-09,12,gd-1989-04-09-ship-of-fools-2-3,Ship of Fools,421,,disc 2 track 3; MusicBrainz recording c6968311-0bf6-4ca7-8a4d-390f8f19d5ce; title aligned uniquely and monotonically with the gd-1989-04-09 setlist.
release-freedom-hall-louisville-ky-usa-1989-04-09,13,gd-1989-04-09-estimated-prophet-2-4,Estimated Prophet,693,,disc 2 track 4; MusicBrainz recording 2578c0f4-0b39-43ef-a346-00e2689d1b87; title aligned uniquely and monotonically with the gd-1989-04-09 setlist.
release-freedom-hall-louisville-ky-usa-1989-04-09,14,gd-1989-04-09-uncle-john-s-band-2-5,Uncle John’s Band,599,,disc 2 track 5; MusicBrainz recording 6360627a-08ee-44d8-a3eb-320f7050187a; title aligned uniquely and monotonically with the gd-1989-04-09 setlist.
release-freedom-hall-louisville-ky-usa-1989-04-09,15,gd-1989-04-09-drums-2-7,Drums,372,,disc 2 track 6; MusicBrainz recording dde6a085-554f-4f48-a7ff-40340b31943f; title aligned uniquely and monotonically with the gd-1989-04-09 setlist.
release-freedom-hall-louisville-ky-usa-1989-04-09,16,gd-1989-04-09-space-2-8,Space,469,,disc 2 track 7; MusicBrainz recording 5b5454f7-ec55-42fd-ab8a-ec96aaa8842a; title aligned uniquely and monotonically with the gd-1989-04-09 setlist.
release-freedom-hall-louisville-ky-usa-1989-04-09,17,gd-1989-04-09-the-other-one-2-9,The Other One,448,,disc 2 track 8; MusicBrainz recording 95e81eb9-aa6a-46d7-a594-f66167cf516b; title aligned uniquely and monotonically with the gd-1989-04-09 setlist.
release-freedom-hall-louisville-ky-usa-1989-04-09,18,gd-1989-04-09-stella-blue-2-10,Stella Blue,494,,disc 2 track 9; MusicBrainz recording d0264beb-9542-46e1-a553-243fc18bcd63; title aligned uniquely and monotonically with the gd-1989-04-09 setlist.
release-freedom-hall-louisville-ky-usa-1989-04-09,19,gd-1989-04-09-sugar-magnolia-2-11,Sugar Magnolia,589,,disc 2 track 10; MusicBrainz recording 0b08c9f1-3335-42b4-9b73-9831c9b79545; title aligned uniquely and monotonically with the gd-1989-04-09 setlist.
release-freedom-hall-louisville-ky-usa-1989-04-09,20,,Knockin’ on Heaven’s Door (encore),456,,"disc 2 track 11; MusicBrainz recording 9e844f95-6387-4b51-aaa2-4f42248eacca; no canonical performance mapped: title is not in the show's canonical setlist (intro, tuning, banter, or source-only segment)."
release-friend-of-the-devils-april-1978-2024,1,gd-1978-04-06-bertha-1-1,Bertha,,,disc 1 track 1; MusicBrainz recording 8167388f-ac74-4a96-8b05-955c12f40a3e; title aligned uniquely and monotonically with the gd-1978-04-06 setlist.
release-friend-of-the-devils-april-1978-2024,2,gd-1978-04-06-good-lovin-1-2,Good Lovin',,,disc 1 track 2; MusicBrainz recording b2ef66d9-101c-4fab-94c3-04d6567e7b21; title aligned uniquely and monotonically with the gd-1978-04-06 setlist.
release-friend-of-the-devils-april-1978-2024,3,gd-1978-04-06-dire-wolf-1-3,Dire Wolf,,,disc 1 track 3; MusicBrainz recording 5f94dc29-406b-4cbb-9bde-49fe68dddabf; title aligned uniquely and monotonically with the gd-1978-04-06 setlist.
release-friend-of-the-devils-april-1978-2024,4,gd-1978-04-06-me-and-my-uncle-1-4,Me and My Uncle,,,disc 1 track 4; MusicBrainz recording ef4625fe-b51f-4a51-b53a-558517379c87; title aligned uniquely and monotonically with the gd-1978-04-06 setlist.
release-friend-of-the-devils-april-1978-2024,5,gd-1978-04-06-big-river-1-5,Big River,,,disc 1 track 5; MusicBrainz recording 45e80455-7e4c-49c1-91e5-a696d78b3ec6; title aligned uniquely and monotonically with the gd-1978-04-06 setlist.
release-friend-of-the-devils-april-1978-2024,6,gd-1978-04-06-friend-of-the-devil-1-6,Friend of the Devil,,,disc 1 track 6; MusicBrainz recording e43283bb-9737-4248-bd72-edae4843cc54; title aligned uniquely and monotonically with the gd-1978-04-06 setlist.
release-friend-of-the-devils-april-1978-2024,7,gd-1978-04-06-passenger-1-7,Passenger,,,disc 1 track 7; MusicBrainz recording ed727d13-dfb9-423c-8b3c-0aeffb3db9b0; title aligned uniquely and monotonically with the gd-1978-04-06 setlist.
release-friend-of-the-devils-april-1978-2024,8,gd-1978-04-06-candyman-1-8,Candyman,,,disc 1 track 8; MusicBrainz recording 31a1d71e-e5dc-4de6-8ae2-e137fccf8db5; title aligned uniquely and monotonically with the gd-1978-04-06 setlist.
release-friend-of-the-devils-april-1978-2024,9,gd-1978-04-06-lazy-lightning-1-9,Lazy Lightning,,,disc 1 track 9; MusicBrainz recording 0489db5c-4c46-4098-8cf4-bfa7d75d1db1; title aligned uniquely and monotonically with the gd-1978-04-06 setlist.
release-friend-of-the-devils-april-1978-2024,10,gd-1978-04-06-supplication-1-10,Supplication,,,disc 1 track 10; MusicBrainz recording a35b2674-0c2f-4bbe-b193-58d1337cb8a4; title aligned uniquely and monotonically with the gd-1978-04-06 setlist.
release-friend-of-the-devils-april-1978-2024,11,gd-1978-04-06-samson-and-delilah-2-1,Samson and Delilah,,,disc 1 track 11; MusicBrainz recording 3bf43551-9bb9-4f53-8265-d96983ca120f; title aligned uniquely and monotonically with the gd-1978-04-06 setlist.
release-friend-of-the-devils-april-1978-2024,12,gd-1978-04-06-it-must-have-been-the-roses-2-2,It Must Have Been the Roses,,,disc 1 track 12; MusicBrainz recording a65d6c17-1b21-4ad4-adf0-d97444b9dc22; title aligned uniquely and monotonically with the gd-1978-04-06 setlist.
release-friend-of-the-devils-april-1978-2024,13,gd-1978-04-06-estimated-prophet-2-3,Estimated Prophet,,,disc 1 track 13; MusicBrainz recording 62e0f964-0d5d-42c8-8152-6dad59ffd67b; title aligned uniquely and monotonically with the gd-1978-04-06 setlist.
release-friend-of-the-devils-april-1978-2024,14,gd-1978-04-06-hes-gone-2-4,He's Gone,,,disc 1 track 14; MusicBrainz recording b4709af7-6afb-4364-8513-d1da1adc4e15; title aligned uniquely and monotonically with the gd-1978-04-06 setlist.
release-friend-of-the-devils-april-1978-2024,15,,Rhythm Devils,,,"disc 1 track 15; MusicBrainz recording 6b25308b-c82d-42f3-854a-dc3281fe4850; no canonical performance mapped: title is not in the show's canonical setlist (intro, tuning, banter, or source-only segment)."
release-friend-of-the-devils-april-1978-2024,16,gd-1978-04-06-the-other-one-2-6,The Other One,,,disc 1 track 16; MusicBrainz recording b0f32fd0-1ede-4b2c-a8b2-28fa97cdfcdc; title aligned uniquely and monotonically with the gd-1978-04-06 setlist.
release-friend-of-the-devils-april-1978-2024,17,gd-1978-04-06-wharf-rat-2-7,Wharf Rat,,,disc 1 track 17; MusicBrainz recording 87b7a6f7-8bbe-4866-b258-c388f3adc86c; title aligned uniquely and monotonically with the gd-1978-04-06 setlist.
release-friend-of-the-devils-april-1978-2024,18,gd-1978-04-06-around-and-around-2-8,Around and Around,,,disc 1 track 18; MusicBrainz recording 30a11a47-45bd-4a56-a780-2739c8340e1b; title aligned uniquely and monotonically with the gd-1978-04-06 setlist.
release-friend-of-the-devils-april-1978-2024,19,gd-1978-04-06-u-s-blues-3-1,U.S. Blues,,,disc 1 track 19; MusicBrainz recording b7657740-850e-4257-a88d-b3ceed7ec64e; title aligned uniquely and monotonically with the gd-1978-04-06 setlist.
release-friend-of-the-devils-april-1978-2024,20,gd-1978-04-07-promised-land-1-1,Promised Land,,,disc 2 track 1; MusicBrainz recording fa7eebb9-0350-422d-bfb6-b345f4cc0f22; title aligned uniquely and monotonically with the gd-1978-04-07 setlist.
release-friend-of-the-devils-april-1978-2024,21,gd-1978-04-07-sugaree-1-2,Sugaree,,,disc 2 track 2; MusicBrainz recording b4b5a7bf-b58f-4c9a-a0c0-0f87671083b8; title aligned uniquely and monotonically with the gd-1978-04-07 setlist.
release-friend-of-the-devils-april-1978-2024,22,gd-1978-04-07-cassidy-1-3,Cassidy,,,disc 2 track 3; MusicBrainz recording 9253615f-abe7-4204-907d-8d1dd4aa60dc; title aligned uniquely and monotonically with the gd-1978-04-07 setlist.
release-friend-of-the-devils-april-1978-2024,23,gd-1978-04-07-tennessee-jed-1-4,Tennessee Jed,,,disc 2 track 4; MusicBrainz recording 17c3879c-5138-4900-bb8b-0b8f4eff66f6; title aligned uniquely and monotonically with the gd-1978-04-07 setlist.
