resource_id,resource_type,title,creator,source_name,source_url,published_date,notes
resource-musicbrainz-work-search-i-second-that-emotion,catalog-work-search,I Second That Emotion — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22I+Second+That+Emotion%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-musicbrainz-work-search-i-ve-been-all-around-this-world,catalog-work-search,I've Been All Around This World — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22I%27ve+Been+All+Around+This+World%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-musicbrainz-work-search-it-s-a-man-s-world,catalog-work-search,It's A Man's World — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22It%27s+A+Man%27s+World%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-deadnet-song-it-s-all-over-now,lyrics-and-credits,It's All Over Now — Dead.net song page,,Grateful Dead / Dead.net,https://www.dead.net/song/its-all-over-now,,Lyrics remain external and are not copied into the repository; page metadata is retained for source linking.
resource-musicbrainz-work-search-it-s-all-over-now,catalog-work-search,It's All Over Now — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22It%27s+All+Over+Now%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-musicbrainz-work-search-john-s-other,catalog-work-search,John's Other — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22John%27s+Other%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-deadnet-song-katie-mae,lyrics-and-credits,Katie Mae — Dead.net song page,,Grateful Dead / Dead.net,https://www.dead.net/song/katie-mae,,Lyrics remain external and are not copied into the repository; page metadata is retained for source linking.
resource-musicbrainz-work-search-katie-mae,catalog-work-search,Katie Mae — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22Katie+Mae%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-deadnet-song-la-bamba,lyrics-and-credits,La Bamba — Dead.net song page,,Grateful Dead / Dead.net,https://www.dead.net/song/la-bamba,,Lyrics remain external and are not copied into the repository; page metadata is retained for source linking.
resource-musicbrainz-work-search-la-bamba,catalog-work-search,La Bamba — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22La+Bamba%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-musicbrainz-work-search-let-me-in,catalog-work-search,Let Me In — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22Let+Me+In%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-deadnet-song-little-sadie,lyrics-and-credits,Little Sadie — Dead.net song page,,Grateful Dead / Dead.net,https://www.dead.net/song/little-sadie,,Lyrics remain external and are not copied into the repository; page metadata is retained for source linking.
resource-musicbrainz-work-search-little-sadie,catalog-work-search,Little Sadie — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22Little+Sadie%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-deadnet-song-long-black-limousine,lyrics-and-credits,Long Black Limousine — Dead.net song page,,Grateful Dead / Dead.net,https://www.dead.net/song/long-black-limousine,,Lyrics remain external and are not copied into the repository; page metadata is retained for source linking.
resource-musicbrainz-work-search-long-black-limousine,catalog-work-search,Long Black Limousine — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22Long+Black+Limousine%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-deadnet-song-louie-louie,lyrics-and-credits,Louie Louie — Dead.net song page,,Grateful Dead / Dead.net,https://www.dead.net/song/louie-louie,,Lyrics remain external and are not copied into the repository; page metadata is retained for source linking.
resource-musicbrainz-work-search-louie-louie,catalog-work-search,Louie Louie — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22Louie+Louie%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-deadnet-song-mama-tried,lyrics-and-credits,Mama Tried — Dead.net song page,,Grateful Dead / Dead.net,https://www.dead.net/song/mama-tried,,Lyrics remain external and are not copied into the repository; page metadata is retained for source linking.
resource-musicbrainz-work-search-mama-tried,catalog-work-search,Mama Tried — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22Mama+Tried%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-musicbrainz-work-search-mannish-boy-i-m-a-man,catalog-work-search,Mannish Boy (I'm A Man) — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22Mannish+Boy+%28I%27m+A+Man%29%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-musicbrainz-work-search-mason-s-children,catalog-work-search,Mason's Children — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22Mason%27s+Children%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-deadnet-song-midnight-hour,lyrics-and-credits,Midnight Hour — Dead.net song page,,Grateful Dead / Dead.net,https://www.dead.net/song/midnight-hour,,Lyrics remain external and are not copied into the repository; page metadata is retained for source linking.
resource-musicbrainz-work-search-midnight-hour,catalog-work-search,Midnight Hour — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22Midnight+Hour%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-musicbrainz-work-search-minglewood-blues,catalog-work-search,Minglewood Blues — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22Minglewood+Blues%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-deadnet-song-mona,lyrics-and-credits,Mona — Dead.net song page,,Grateful Dead / Dead.net,https://www.dead.net/song/mona,,Lyrics remain external and are not copied into the repository; page metadata is retained for source linking.
resource-musicbrainz-work-search-mona,catalog-work-search,Mona — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22Mona%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-musicbrainz-work-search-monkey-and-the-engineer,catalog-work-search,Monkey And The Engineer — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22Monkey+And+The+Engineer%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-deadnet-song-mountain-jam,lyrics-and-credits,Mountain Jam — Dead.net song page,,Grateful Dead / Dead.net,https://www.dead.net/song/mountain-jam,,Lyrics remain external and are not copied into the repository; page metadata is retained for source linking.
resource-musicbrainz-work-search-mountain-jam,catalog-work-search,Mountain Jam — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22Mountain+Jam%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-musicbrainz-work-search-muddy-water,catalog-work-search,Muddy Water — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22Muddy+Water%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-deadnet-song-my-babe,lyrics-and-credits,My Babe — Dead.net song page,,Grateful Dead / Dead.net,https://www.dead.net/song/my-babe,,Lyrics remain external and are not copied into the repository; page metadata is retained for source linking.
resource-musicbrainz-work-search-my-babe,catalog-work-search,My Babe — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22My+Babe%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-deadnet-song-mystery-train,lyrics-and-credits,Mystery Train — Dead.net song page,,Grateful Dead / Dead.net,https://www.dead.net/song/mystery-train,,Lyrics remain external and are not copied into the repository; page metadata is retained for source linking.
resource-musicbrainz-work-search-mystery-train,catalog-work-search,Mystery Train — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22Mystery+Train%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-deadnet-song-new-orleans,lyrics-and-credits,New Orleans — Dead.net song page,,Grateful Dead / Dead.net,https://www.dead.net/song/new-orleans,,Lyrics remain external and are not copied into the repository; page metadata is retained for source linking.
resource-musicbrainz-work-search-new-orleans,catalog-work-search,New Orleans — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22New+Orleans%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-deadnet-song-new-speedway-boogie,lyrics-and-credits,New Speedway Boogie — Dead.net song page,,Grateful Dead / Dead.net,https://www.dead.net/song/new-speedway-boogie,,Lyrics remain external and are not copied into the repository; page metadata is retained for source linking.
resource-musicbrainz-work-search-new-speedway-boogie,catalog-work-search,New Speedway Boogie — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22New+Speedway+Boogie%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-musicbrainz-work-search-non-improvisation,catalog-work-search,Non-Improvisation — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22Non-Improvisation%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-musicbrainz-work-search-ode-for-billie-dean,catalog-work-search,Ode For Billie Dean — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22Ode+For+Billie+Dean%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-deadnet-song-oh-boy,lyrics-and-credits,Oh Boy — Dead.net song page,,Grateful Dead / Dead.net,https://www.dead.net/song/oh-boy,,Lyrics remain external and are not copied into the repository; page metadata is retained for source linking.
resource-musicbrainz-work-search-oh-boy,catalog-work-search,Oh Boy — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22Oh+Boy%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-musicbrainz-work-search-okie-from-muskogee,catalog-work-search,Okie From Muskogee — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22Okie+From+Muskogee%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-deadnet-song-old-old-house,lyrics-and-credits,Old Old House — Dead.net song page,,Grateful Dead / Dead.net,https://www.dead.net/song/old-old-house,,Lyrics remain external and are not copied into the repository; page metadata is retained for source linking.
resource-musicbrainz-work-search-old-old-house,catalog-work-search,Old Old House — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22Old+Old+House%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-deadnet-song-operator,lyrics-and-credits,Operator — Dead.net song page,,Grateful Dead / Dead.net,https://www.dead.net/song/operator,,Lyrics remain external and are not copied into the repository; page metadata is retained for source linking.
resource-musicbrainz-work-search-operator,catalog-work-search,Operator — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22Operator%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-musicbrainz-work-search-riot-in-cell-block-9,catalog-work-search,Riot In Cell Block #9 — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22Riot+In+Cell+Block+%239%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-deadnet-song-ripple,lyrics-and-credits,Ripple — Dead.net song page,,Grateful Dead / Dead.net,https://www.dead.net/song/ripple,,Lyrics remain external and are not copied into the repository; page metadata is retained for source linking.
resource-musicbrainz-work-search-ripple,catalog-work-search,Ripple — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22Ripple%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-deadnet-song-roberta,lyrics-and-credits,Roberta — Dead.net song page,,Grateful Dead / Dead.net,https://www.dead.net/song/roberta,,Lyrics remain external and are not copied into the repository; page metadata is retained for source linking.
resource-musicbrainz-work-search-roberta,catalog-work-search,Roberta — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22Roberta%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-deadnet-song-rosa-lee-mcfall,lyrics-and-credits,Rosa Lee McFall — Dead.net song page,,Grateful Dead / Dead.net,https://www.dead.net/song/rosa-lee-mcfall,,Lyrics remain external and are not copied into the repository; page metadata is retained for source linking.
resource-musicbrainz-work-search-rosa-lee-mcfall,catalog-work-search,Rosa Lee McFall — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22Rosa+Lee+McFall%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-deadnet-song-run-rudolph-run,lyrics-and-credits,Run Rudolph Run — Dead.net song page,,Grateful Dead / Dead.net,https://www.dead.net/song/run-rudolph-run,,Lyrics remain external and are not copied into the repository; page metadata is retained for source linking.
resource-musicbrainz-work-search-run-rudolph-run,catalog-work-search,Run Rudolph Run — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22Run+Rudolph+Run%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-deadnet-song-saint-stephen,lyrics-and-credits,Saint Stephen — Dead.net song page,,Grateful Dead / Dead.net,https://www.dead.net/song/saint-stephen,,Lyrics remain external and are not copied into the repository; page metadata is retained for source linking.
resource-musicbrainz-work-search-saint-stephen,catalog-work-search,Saint Stephen — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22Saint+Stephen%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-deadnet-song-sawmill,lyrics-and-credits,Sawmill — Dead.net song page,,Grateful Dead / Dead.net,https://www.dead.net/song/sawmill,,Lyrics remain external and are not copied into the repository; page metadata is retained for source linking.
resource-musicbrainz-work-search-sawmill,catalog-work-search,Sawmill — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22Sawmill%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-deadnet-song-searchin,lyrics-and-credits,Searchin' — Dead.net song page,,Grateful Dead / Dead.net,https://www.dead.net/song/searchin,,Lyrics remain external and are not copied into the repository; page metadata is retained for source linking.
resource-musicbrainz-work-search-searchin,catalog-work-search,Searchin' — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22Searchin%27%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-musicbrainz-work-search-seasons-of-my-heart,catalog-work-search,Seasons Of My Heart — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22Seasons+Of+My+Heart%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-deadnet-song-she-s-mine,lyrics-and-credits,She's Mine — Dead.net song page,,Grateful Dead / Dead.net,https://www.dead.net/song/shes-mine,,Lyrics remain external and are not copied into the repository; page metadata is retained for source linking.
resource-musicbrainz-work-search-she-s-mine,catalog-work-search,She's Mine — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22She%27s+Mine%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-deadnet-song-silver-threads-and-golden-needles,lyrics-and-credits,Silver Threads And Golden Needles — Dead.net song page,,Grateful Dead / Dead.net,https://www.dead.net/song/silver-threads-and-golden-needles,,Lyrics remain external and are not copied into the repository; page metadata is retained for source linking.
resource-musicbrainz-work-search-silver-threads-and-golden-needles,catalog-work-search,Silver Threads And Golden Needles — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22Silver+Threads+And+Golden+Needles%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-musicbrainz-work-search-so-sad-to-see-good-love-go-bad,catalog-work-search,So Sad (To See Good Love Go Bad) — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22So+Sad+%28To+See+Good+Love+Go+Bad%29%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-deadnet-song-spanish-jam,lyrics-and-credits,Spanish Jam — Dead.net song page,,Grateful Dead / Dead.net,https://www.dead.net/song/spanish-jam,,Lyrics remain external and are not copied into the repository; page metadata is retained for source linking.
resource-musicbrainz-work-search-spanish-jam,catalog-work-search,Spanish Jam — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22Spanish+Jam%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-deadnet-song-swing-low-sweet-chariot,lyrics-and-credits,"Swing Low, Sweet Chariot — Dead.net song page",,Grateful Dead / Dead.net,https://www.dead.net/song/swing-low-sweet-chariot,,Lyrics remain external and are not copied into the repository; page metadata is retained for source linking.
resource-musicbrainz-work-search-swing-low-sweet-chariot,catalog-work-search,"Swing Low, Sweet Chariot — MusicBrainz work search",,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22Swing+Low%2C+Sweet+Chariot%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-musicbrainz-work-search-tell-it-to-me,catalog-work-search,Tell It To Me — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22Tell+It+To+Me%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-musicbrainz-work-search-the-eleven,catalog-work-search,The Eleven — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22The+Eleven%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-musicbrainz-work-search-the-main-ten,catalog-work-search,The Main Ten — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22The+Main+Ten%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-musicbrainz-work-search-the-race-is-on,catalog-work-search,The Race Is On — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22The+Race+Is+On%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-musicbrainz-work-search-the-rub,catalog-work-search,The Rub — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22The+Rub%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-musicbrainz-work-search-the-same-thing,catalog-work-search,The Same Thing — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22The+Same+Thing%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-musicbrainz-work-search-the-seven,catalog-work-search,The Seven — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22The+Seven%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-musicbrainz-work-search-till-the-morning-comes,catalog-work-search,Till The Morning Comes — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22Till+The+Morning+Comes%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-musicbrainz-work-search-to-lay-me-down,catalog-work-search,To Lay Me Down — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22To+Lay+Me+Down%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-musicbrainz-work-search-uncle-sam-blues,catalog-work-search,Uncle Sam Blues — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22Uncle+Sam+Blues%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-musicbrainz-work-search-unidentified-19701120-01,catalog-work-search,unidentified-19701120-01 — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22unidentified-19701120-01%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-deadnet-song-viola-lee-blues,lyrics-and-credits,Viola Lee Blues — Dead.net song page,,Grateful Dead / Dead.net,https://www.dead.net/song/viola-lee-blues,,Lyrics remain external and are not copied into the repository; page metadata is retained for source linking.
resource-musicbrainz-work-search-viola-lee-blues,catalog-work-search,Viola Lee Blues — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22Viola+Lee+Blues%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-musicbrainz-work-search-wake-up-little-susie,catalog-work-search,Wake Up Little Susie — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22Wake+Up+Little+Susie%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-musicbrainz-work-search-walking-the-dog,catalog-work-search,Walking The Dog — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22Walking+The+Dog%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
resource-musicbrainz-work-search-will-the-circle-be-unbroken,catalog-work-search,Will The Circle Be Unbroken — MusicBrainz work search,,MusicBrainz,https://musicbrainz.org/ws/2/work/?query=work%3A%22Will+The+Circle+Be+Unbroken%22&fmt=json&limit=10,,Work-search evidence retained for composition-credit review; exact-title candidates may be ambiguous and are not automatically canonical.
