venue_id,name,city,state_region,country,latitude,longitude,notes,setting,capacity
venue-northrop-auditorium-university-of-minnesota-minneapolis,"Northrop Auditorium, University of Minnesota",Minneapolis,MN,US,44.9764,-93.2354,Normalized from gdshowsdb 1971 bulk baseline. Wikidata: Q7059663 (name+city matched).,indoor,
venue-ny-state-pavilion-flushing-meadows-park-new-york,"NY State Pavilion, Flushing Meadows Park",New York,NY,US,,,Normalized from gdshowsdb 1969 bulk baseline.,,
venue-o-keefe-centre-toronto,O'Keefe Centre,Toronto,,Canada,43.646665,-79.37603,Normalized from gdshowsdb 1967 bulk baseline. Wikidata: Q2302468 (name+city matched).,,
venue-oakland-alameda-county-coliseum-arena-oakland,Oakland-Alameda County Coliseum Arena,Oakland,CA,US,37.750277777778,-122.20305555556,Normalized from gdshowsdb 1979 bulk baseline. Wikidata: Q1139021 (name+city matched).,indoor,19596
venue-oakland-alameda-county-coliseum-stadium-oakand,Oakland-Alameda County Coliseum Stadium,Oakand,CA,US,,,Normalized from gdshowsdb 1974 bulk baseline.,,
venue-oakland-auditorium-oakland,Oakland Auditorium,Oakland,CA,US,,,Normalized from gdshowsdb 1971 bulk baseline.,,
venue-ohio-theatre-columbus,Ohio Theatre,Columbus,OH,US,39.95988,-82.99894,Normalized from gdshowsdb 1971 bulk baseline. Wikidata: Q7080981 (name+city matched).,indoor,2779
venue-oklahoma-city-fairgrounds-arena-oklahoma-city,Oklahoma City Fairgrounds Arena,Oklahoma City,OK,US,,,Normalized from gdshowsdb 1973 bulk baseline.,,
venue-old-renaissance-faire-grounds-veneta,Old Renaissance Faire Grounds,Veneta,OR,,,,,,
venue-olympia-paris,Olympia,Paris,,France,,,Normalized from gdshowsdb 1972 bulk baseline.,,
venue-olympiahalle-munich,Olympiahalle,Munich,,Germany,48.175,11.55,Normalized from gdshowsdb 1974 bulk baseline. Wikidata: Q48849 (name+city matched).,,15500
venue-olympic-center-lake-placid,Olympic Center,Lake Placid,NY,US,44.2832,-73.9856,Normalized from gdshowsdb 1983 bulk baseline. Wikidata: Q22137273 (name+city matched).,,
venue-omaha-civic-auditorium-omaha,Omaha Civic Auditorium,Omaha,NE,US,41.261667,-95.94,Normalized from gdshowsdb 1973 bulk baseline. Wikidata: Q7089414 (name+city matched).,indoor,10960
venue-onondaga-county-war-memorial-syracuse,Onondaga County War Memorial,Syracuse,NY,US,,,Normalized from gdshowsdb 1971 bulk baseline.,,
venue-orange-county-fairgrounds-costa-mesa,Orange County Fairgrounds,Costa Mesa,CA,US,,,Normalized from gdshowsdb 1968 bulk baseline.,,
venue-oregon-country-fairgrounds-veneta,Oregon Country Fairgrounds,Veneta,OR,US,,,Normalized from gdshowsdb 1982 bulk baseline.,,
venue-orlando-arena-orlando,Orlando Arena,Orlando,FL,US,28.548888888889,-81.386666666667,Normalized from gdshowsdb 1991 bulk baseline. Wikidata: Q481794 (name+city matched).,indoor,15077
venue-orpheum-theatre-san-francisco,Orpheum Theatre,San Francisco,CA,US,37.7791,-122.415,Normalized from gdshowsdb 1976 bulk baseline. Wikidata: Q7103971 (name+city matched).,indoor,2203
venue-orvis-student-activities-center-gymnasium-state-university-of-new-york-college-of-technology-at-alfred-alfred,"Orvis Student Activities Center Gymnasium, State University of New York College of Technology at Alfred",Alfred,NY,US,,,Normalized from gdshowsdb 1970 bulk baseline.,,
venue-oxford-plains-speedway-oxford,Oxford Plains Speedway,Oxford,ME,US,44.153805555556,-70.484569444444,Normalized from gdshowsdb 1988 bulk baseline. Wikidata: Q925630 (name+city matched).,,
venue-p-n-e-agradome-vancouver,P.N.E. Agradome,Vancouver,,Canada,,,Normalized from gdshowsdb 1967 bulk baseline.,,
venue-p-n-e-coliseum-vancouver,P.N.E. Coliseum,Vancouver,,Canada,,,Normalized from gdshowsdb 1973 bulk baseline.,,
venue-p-n-e-garden-auditorium-vancouver,P.N.E. Garden Auditorium,Vancouver,,Canada,,,Normalized from gdshowsdb 1966 bulk baseline.,,
venue-palace-of-fine-arts-theatre-san-francisco,Palace of Fine Arts Theatre,San Francisco,CA,US,37.802778,-122.448333,Normalized from gdshowsdb 1968 bulk baseline. Wikidata: Q966263 (name+city matched).,,
venue-palace-theater-waterbury,Palace Theater,Waterbury,CT,US,41.5549,-73.0393,Normalized from gdshowsdb 1972 bulk baseline. Wikidata: Q42399993 (name+city matched).,indoor,
venue-palais-des-sports-paris,Palais des Sports,Paris,,France,48.8325,2.28611111,Normalized from gdshowsdb 1974 bulk baseline. Wikidata: Q2234305 (name+city matched).,,4500
venue-palau-dels-esports-de-barcelona-barcelona,Palau dels Esports de Barcelona,Barcelona,,Spain,41.37163333,2.15521944,Normalized from gdshowsdb 1981 bulk baseline. Wikidata: Q4889424 (name+city matched).,indoor,
venue-palm-gardens-new-york,Palm Gardens,New York,NY,US,,,Normalized from gdshowsdb 1967 bulk baseline.,,
venue-panhandle-golden-gate-park-san-francisco,"Panhandle, Golden Gate Park",San Francisco,CA,US,37.772,-122.45,Normalized from gdshowsdb 1967 bulk baseline. Wikidata: Q7131005 (name+city matched).,outdoor,
venue-panther-hall-fort-worth,Panther Hall,Fort Worth,TX,US,,,Normalized from gdshowsdb 1970 bulk baseline.,,
venue-paramount-northwest-theatre-seattle,Paramount Northwest Theatre,Seattle,WA,US,47.6131,-122.331,Normalized from gdshowsdb 1972 bulk baseline. Wikidata: Q3363536 (name+city matched).,indoor,
venue-paramount-theatre-portland,Paramount Theatre,Portland,OR,US,45.516972,-122.681722,Normalized from gdshowsdb 1972 bulk baseline. Wikidata: Q4792174 (name+city matched).,indoor,2776
venue-parc-des-expositions-dijon,Parc des Expositions,Dijon,,France,,,Normalized from gdshowsdb 1974 bulk baseline.,,
venue-parkwest-ski-resort-park-city,ParkWest Ski Resort,Park City,UT,US,,,Normalized from gdshowsdb 1983 bulk baseline.,,
venue-pasadena-civic-auditorium-pasadena,Pasadena Civic Auditorium,Pasadena,CA,US,,,Normalized from gdshowsdb 1970 bulk baseline.,,
venue-patrick-gymnasium-university-of-vermont-burlington,"Patrick Gymnasium, University of Vermont",Burlington,VT,US,,,Normalized from gdshowsdb 1978 bulk baseline.,,
venue-pauley-ballroom-uc-berkeley-berkeley,"Pauley Ballroom, UC Berkeley",Berkeley,CA,US,,,Normalized from gdshowsdb 1970 bulk baseline.,,
venue-pauley-pavilion-ucla-los-angeles,"Pauley Pavilion, UCLA",Los Angeles,CA,US,34.0702,-118.447,Normalized from gdshowsdb 1971 bulk baseline. Wikidata: Q1126193 (name+city matched).,indoor,12829
venue-pelletier-farm-st-helens,Pelletier Farm,St. Helens,OR,US,,,Normalized from gdshowsdb 1969 bulk baseline.,,
venue-performing-arts-center-milwaukee,Performing Arts Center,Milwaukee,WI,US,43.0428,-87.9114,Normalized from gdshowsdb 1972 bulk baseline. Wikidata: Q6758076 (name+city matched).,,
venue-pershing-auditorium-lincoln,Pershing Auditorium,Lincoln,NE,US,,,Normalized from gdshowsdb 1973 bulk baseline.,,
venue-phoenix-star-theatre-phoenix,Phoenix Star Theatre,Phoenix,AZ,US,33.4544,-112.015,Normalized from gdshowsdb 1970 bulk baseline. Wikidata: Q5057770 (name+city matched).,indoor,
venue-piedmont-park-atlanta,Piedmont Park,Atlanta,GA,US,,,Normalized from gdshowsdb 1969 bulk baseline.,,
venue-pine-knob-music-theatre-clarkston,Pine Knob Music Theatre,Clarkston,MI,US,,,Normalized from gdshowsdb 1980 bulk baseline.,,
venue-pioneer-ballroom-suisun-city,Pioneer Ballroom,Suisun City,CA,US,,,Normalized from gdshowsdb 1966 bulk baseline.,,
venue-pirates-world-dania,Pirates World,Dania,FL,US,,,Normalized from gdshowsdb 1970 bulk baseline.,,
venue-pittsburgh-civic-arena-pittsburgh,Pittsburgh Civic Arena,Pittsburgh,PA,US,40.441666666667,-79.99,Normalized from gdshowsdb 1971 bulk baseline. Wikidata: Q1237181 (name+city matched).,outdoor,16940
venue-place-ville-marie-montreal,Place Ville Marie,Montreal,Quebec,Canada,45.5015,-73.5684,Normalized from gdshowsdb 1967 bulk baseline. Wikidata: Q1344856 (name+city matched).,,
venue-playboy-club-los-angeles,Playboy Club,Los Angeles,CA,US,,,Normalized from gdshowsdb 1969 bulk baseline.,,
venue-playhouse-theatre-edinburgh,Playhouse Theatre,Edinburgh,,Scotland,,,Normalized from gdshowsdb 1981 bulk baseline.,,
venue-polo-field-golden-gate-park-san-francisco,"Polo Field, Golden Gate Park",San Francisco,CA,US,,,Normalized from gdshowsdb 1967 bulk baseline.,,
venue-poplar-creek-music-theatre-hoffman-estates,Poplar Creek Music Theatre,Hoffman Estates,IL,US,,,Normalized from gdshowsdb 1983 bulk baseline.,,
venue-portland-international-raceway-portland,Portland International Raceway,Portland,OR,US,45.596944,-122.695833,Normalized from gdshowsdb 1979 bulk baseline. Wikidata: Q2662150 (name+city matched).,,
venue-portland-meadows-portland,Portland Meadows,Portland,OR,US,,,Normalized from gdshowsdb 1995 bulk baseline.,,
venue-portland-memorial-coliseum-portland,Portland Memorial Coliseum,Portland,OR,US,,,Normalized from gdshowsdb 1973 bulk baseline.,,
venue-pritchard-gym-s-u-n-y-stony-brook,"Pritchard Gym, S.U.N.Y.",Stony Brook,NY,US,,,Normalized from gdshowsdb 1970 bulk baseline.,,
venue-providence-civic-center-providence,Providence Civic Center,Providence,RI,US,41.8236,-71.4183,Normalized from gdshowsdb 1973 bulk baseline. Wikidata: Q1266006 (name+city matched).,indoor,11940
venue-psychedelic-supermarket-boston,Psychedelic Supermarket,Boston,MA,US,,,Normalized from gdshowsdb 1967 bulk baseline.,,
venue-quadrangle-washington-university-st-louis,"Quadrangle, Washington University",St. Louis,MO,US,,,Normalized from gdshowsdb 1969 bulk baseline.,,
venue-raceway-park-englishtown,Raceway Park,Englishtown,NJ,US,,,Normalized from gdshowsdb 1977 bulk baseline.,,
venue-radio-city-music-hall-new-york,Radio City Music Hall,New York,NY,US,40.759722,-73.979167,Normalized from gdshowsdb 1980 bulk baseline. Wikidata: Q753437 (name+city matched).,indoor,5945
venue-radio-luxembourg-luxembourg,Radio Luxembourg,Luxembourg,,Luxembourg,,,Normalized from gdshowsdb 1972 bulk baseline.,,
venue-rainbow-theatre-london,Rainbow Theatre,London,,England,51.5623,-0.108346,Normalized from gdshowsdb 1981 bulk baseline. Wikidata: Q3288732 (name+city matched).,indoor,2802
venue-rancho-olompali-novato,Rancho Olompali,Novato,CA,US,,,Normalized from gdshowsdb 1966 bulk baseline.,,
venue-recreation-center-mill-valley,Recreation Center,Mill Valley,CA,US,,,Normalized from gdshowsdb 1980 bulk baseline.,,
venue-recreation-hall-pennsylvania-state-university-university-park,"Recreation Hall, Pennsylvania State University",University Park,PA,US,,,Normalized from gdshowsdb 1979 bulk baseline.,,
venue-recreation-hall-uc-davis-davis,"Recreation Hall, UC Davis",Davis,CA,US,38.541859,-121.759629,Normalized from gdshowsdb 1982 bulk baseline. Wikidata: Q7756394 (name+city matched).,outdoor,6003
venue-red-rocks-amphitheatre-morrison,Red Rocks Amphitheatre,Morrison,CO,US,,,Normalized from gdshowsdb 1978 bulk baseline.,,
venue-reed-hollow-ranch-franktown,Reed Hollow Ranch,Franktown,CO,US,,,Normalized from gdshowsdb 1969 bulk baseline.,,
venue-reunion-arena-dallas,Reunion Arena,Dallas,TX,US,32.772777777778,-96.808055555556,Normalized from gdshowsdb 1988 bulk baseline. Wikidata: Q1859962 (name+city matched).,indoor,17007
venue-rheinhalle-dusseldorf,Rheinhalle,Dusseldorf,,Germany,51.2319,6.77278,Normalized from gdshowsdb 1972 bulk baseline. Wikidata: Q139206 (name+city matched).,,
venue-rhode-island-auditorium-providence,Rhode Island Auditorium,Providence,RI,US,,,Normalized from gdshowsdb 1971 bulk baseline.,,
venue-rich-stadium-buffalo,Rich Stadium,Buffalo,NY,US,,,Normalized from gdshowsdb 1986 bulk baseline.,,
venue-richfield-coliseum-richfield,Richfield Coliseum,Richfield,OH,US,,,Normalized from gdshowsdb 1990 bulk baseline.,,
venue-richmond-coliseum-richmond,Richmond Coliseum,Richmond,VA,US,37.5447,-77.4345,Normalized from gdshowsdb 1983 bulk baseline. Wikidata: Q4394998 (name+city matched).,indoor,13553
venue-riverbend-music-center-cincinnati,Riverbend Music Center,Cincinnati,OH,US,,,Normalized from gdshowsdb 1985 bulk baseline.,,
venue-riverfront-arena-cincinnati,Riverfront Arena,Cincinnati,OH,US,,,Normalized from gdshowsdb 1976 bulk baseline.,,
venue-riverport-amphitheatre-maryland-heights,Riverport Amphitheatre,Maryland Heights,MO,US,38.7443,-90.4695,Normalized from gdshowsdb 1994 bulk baseline. Wikidata: Q7921444 (name+city matched).,indoor,20000
venue-roanoke-civic-center-roanoke,Roanoke Civic Center,Roanoke,VA,US,,,Normalized from gdshowsdb 1974 bulk baseline.,,
venue-robert-f-kennedy-stadium-washington,Robert F. Kennedy Stadium,Washington,DC,US,,,Normalized from gdshowsdb 1973 bulk baseline.,,
venue-robertson-gym-uc-santa-barbara-goleta,"Robertson Gym, UC Santa Barbara",Goleta,CA,US,,,Normalized from gdshowsdb 1969 bulk baseline.,,
venue-rochester-community-war-memorial-rochester,Rochester Community War Memorial,Rochester,NY,US,43.153888888889,-77.610833333333,Normalized from gdshowsdb 1973 bulk baseline. Wikidata: Q885674 (name+city matched).,indoor,14000
venue-rock-pile-toronto,Rock Pile,Toronto,,Canada,,,Normalized from gdshowsdb 1969 bulk baseline.,,
venue-roosevelt-stadium-jersey-city,Roosevelt Stadium,Jersey City,NJ,US,40.706388888889,-74.104166666667,Normalized from gdshowsdb 1972 bulk baseline. Wikidata: Q7366501 (name+city matched).,outdoor,24000
venue-roscoe-maples-pavilion-stanford-university-palo-alto,"Roscoe Maples Pavilion, Stanford University",Palo Alto,CA,US,,,Normalized from gdshowsdb 1973 bulk baseline.,,
venue-rose-palace-pasadena,Rose Palace,Pasadena,CA,US,,,Normalized from gdshowsdb 1969 bulk baseline.,,
venue-rosemont-horizon-rosemont,Rosemont Horizon,Rosemont,IL,US,,,Normalized from gdshowsdb 1981 bulk baseline.,,
venue-rpi-fieldhouse-rensselaer-polytechnic-institute-troy,"RPI Fieldhouse, Rensselaer Polytechnic Institute",Troy,NY,US,,,Normalized from gdshowsdb 1978 bulk baseline.,,
venue-rubber-bowl-university-of-akron-akron,"Rubber Bowl, University of Akron",Akron,OH,US,,,Normalized from gdshowsdb 1986 bulk baseline.,,
venue-rupp-arena-university-of-kentucky-lexington,"Rupp Arena, University of Kentucky",Lexington,KY,US,38.049444444444,-84.502777777778,Normalized from gdshowsdb 1978 bulk baseline. Wikidata: Q842965 (name+city matched).,indoor,23500
venue-sacramento-memorial-auditorium-sacramento,Sacramento Memorial Auditorium,Sacramento,CA,US,38.578916666666665,-121.48569444444445,Normalized from gdshowsdb 1972 bulk baseline. Wikidata: Q125912237 (name+city matched).,indoor,
venue-saenger-performing-arts-center-new-orleans,Saenger Performing Arts Center,New Orleans,LA,US,,,Normalized from gdshowsdb 1980 bulk baseline.,,
venue-salt-palace-salt-lake-city,Salt Palace,Salt Lake City,UT,US,,,Normalized from gdshowsdb 1973 bulk baseline.,,
venue-sam-boyd-silver-bowl-las-vegas,Sam Boyd Silver Bowl,Las Vegas,NV,US,36.086388888889,-115.01666666667,Normalized from gdshowsdb 1991 bulk baseline. Wikidata: Q3470457 (name+city matched).,outdoor,36800
venue-sam-houston-coliseum-houston,Sam Houston Coliseum,Houston,TX,US,,,Normalized from gdshowsdb 1970 bulk baseline.,,
venue-san-antonio-municipal-auditorium-san-antonio,San Antonio Municipal Auditorium,San Antonio,TX,US,29.4306,-98.4889,Normalized from gdshowsdb 1972 bulk baseline. Wikidata: Q16899688 (name+city matched).,,
venue-san-diego-sports-arena-san-diego,San Diego Sports Arena,San Diego,CA,US,32.755278,-117.212222,Normalized from gdshowsdb 1973 bulk baseline. Wikidata: Q3106621 (name+city matched).,outdoor,12000
venue-san-francisco-civic-auditorium-san-francisco,San Francisco Civic Auditorium,San Francisco,CA,US,37.7785,-122.417,Normalized from gdshowsdb 1983 bulk baseline. Wikidata: Q4909197 (name+city matched).,,7000
venue-san-jose-civic-auditorium-san-jose,San Jose Civic Auditorium,San Jose,CA,US,37.331,-121.89,Normalized from gdshowsdb 1972 bulk baseline. Wikidata: Q7414441 (name+city matched).,,2850
venue-san-quentin-state-prison-san-quentin,San Quentin State Prison,San Quentin,CA,US,,,Normalized from gdshowsdb 1967 bulk baseline.,,
venue-sandstone-amphitheater-bonner-springs,Sandstone Amphitheater,Bonner Springs,KS,US,39.1138,-94.8767,Normalized from gdshowsdb 1990 bulk baseline. Wikidata: Q7416948 (name+city matched).,indoor,
venue-santa-clara-county-fairgrounds-san-jose,Santa Clara County Fairgrounds,San Jose,CA,US,37.3,-121.85138888888889,Normalized from gdshowsdb 1968 bulk baseline. Wikidata: Q96404960 (name+city matched).,,
venue-santa-cruz-county-fairgrounds-watsonville,Santa Cruz County Fairgrounds,Watsonville,CA,US,36.951307,-121.735949,Normalized from gdshowsdb 1983 bulk baseline. Wikidata: Q16899767 (name+city matched).,,
venue-santa-monica-civic-auditorium-santa-monica,Santa Monica Civic Auditorium,Santa Monica,CA,US,34.0089,-118.489,Normalized from gdshowsdb 1970 bulk baseline. Wikidata: Q954549 (name+city matched).,indoor,
venue-santa-rosa-fairgrounds-santa-rosa,Santa Rosa Fairgrounds,Santa Rosa,CA,US,,,Normalized from gdshowsdb 1970 bulk baseline.,,
venue-santa-venetia-armory-san-rafael,Santa Venetia Armory,San Rafael,CA,US,,,Normalized from gdshowsdb 1967 bulk baseline.,,
venue-saratoga-performing-arts-center-saratoga-springs,Saratoga Performing Arts Center,Saratoga Springs,NY,US,43.0553,-73.8058,Normalized from gdshowsdb 1983 bulk baseline. Wikidata: Q7423369 (name+city matched).,indoor,
venue-sargent-gym-boston-university-boston,"Sargent Gym, Boston University",Boston,MA,US,,,Normalized from gdshowsdb 1970 bulk baseline.,,
venue-scope-norfolk,Scope,Norfolk,VA,US,,,Normalized from gdshowsdb 1982 bulk baseline.,,
venue-seattle-center-arena-seattle,Seattle Center Arena,Seattle,WA,US,47.622222222222,-122.35416666667,Normalized from gdshowsdb 1971 bulk baseline. Wikidata: Q977529 (name+city matched).,indoor,18000
venue-seattle-center-memorial-coliseum-seattle,Seattle Center Memorial Coliseum,Seattle,WA,US,,,Normalized from gdshowsdb 1981 bulk baseline.,,
venue-seattle-center-memorial-stadium-seattle,Seattle Center Memorial Stadium,Seattle,WA,US,,,Normalized from gdshowsdb 1994 bulk baseline.,,
venue-selland-arena-fresno,Selland Arena,Fresno,CA,US,36.733093,-119.78271,Normalized from gdshowsdb 1968 bulk baseline. Wikidata: Q2268406 (name+city matched).,indoor,11300
venue-seminole-indian-village-west-hollywood,Seminole Indian Village,West Hollywood,FL,US,,,Normalized from gdshowsdb 1969 bulk baseline.,,
venue-shea-s-buffalo-theater-buffalo,Shea's Buffalo Theater,Buffalo,NY,US,42.891389,-78.873611,Normalized from gdshowsdb 1979 bulk baseline. Wikidata: Q7492114 (name+city matched).,indoor,3019
venue-shoreline-amphitheatre-mountain-view,Shoreline Amphitheatre,Mountain View,CA,US,37.42669,-122.08074,Normalized from gdshowsdb 1987 bulk baseline. Wikidata: Q7501435 (name+city matched).,outdoor,22500
venue-shrine-auditorium-los-angeles,Shrine Auditorium,Los Angeles,CA,US,,,Normalized from gdshowsdb 1976 bulk baseline.,,
venue-shrine-exhibition-hall-los-angeles,Shrine Exhibition Hall,Los Angeles,CA,US,,,Normalized from gdshowsdb 1967 bulk baseline.,,
venue-sierra-college-rocklin,Sierra College,Rocklin,CA,US,,,Normalized from gdshowsdb 1969 bulk baseline.,,
venue-silva-concert-hall-hult-center-for-the-performing-arts-eugene,"Silva Concert Hall, Hult Center For The Performing Arts",Eugene,OR,US,,,Normalized from gdshowsdb 1983 bulk baseline.,,
venue-silver-dollar-fairgrounds-chico,Silver Dollar Fairgrounds,Chico,CA,US,,,Normalized from gdshowsdb 1968 bulk baseline.,,
venue-silver-stadium-rochester,Silver Stadium,Rochester,NY,US,43.18755,-77.61099,Normalized from gdshowsdb 1987 bulk baseline. Wikidata: Q7516362 (name+city matched).,outdoor,15000
venue-siu-arena-southern-illinois-university-carbondale,"SIU Arena, Southern Illinois University",Carbondale,IL,US,37.7083,-89.2186,Normalized from gdshowsdb 1979 bulk baseline. Wikidata: Q7390519 (name+city matched).,indoor,8339
venue-soccer-field-american-university-washington,"Soccer Field, American University",Washington,DC,US,,,Normalized from gdshowsdb 1972 bulk baseline.,,
venue-sokol-hall-san-francisco,Sokol Hall,San Francisco,CA,US,,,Normalized from gdshowsdb 1966 bulk baseline.,,
venue-soldier-field-chicago,Soldier Field,Chicago,IL,US,41.8625,-87.616666666667,Normalized from gdshowsdb 1991 bulk baseline. Wikidata: Q1132413 (name+city matched).,outdoor,63500
venue-soldiers-and-sailors-memorial-hall-kansas-city,Soldiers & Sailors Memorial Hall,Kansas City,KS,US,,,Normalized from gdshowsdb 1972 bulk baseline.,,
venue-southern-illinois-university-mississippi-river-festival-edwardsville,"Southern Illinois University, Mississippi River Festival",Edwardsville,IL,US,,,Normalized from gdshowsdb 1970 bulk baseline.,,
venue-southern-star-amphitheater-houston,Southern Star Amphitheater,Houston,TX,US,,,Normalized from gdshowsdb 1985 bulk baseline.,,
venue-spartan-stadium-san-jose-state-university-san-jose,"Spartan Stadium, San Jose State University",San Jose,CA,US,37.319722222222,-121.86833333333,Normalized from gdshowsdb 1979 bulk baseline. Wikidata: Q2165358 (name+city matched).,outdoor,30456
venue-spectrum-philadelphia,Spectrum,Philadelphia,PA,US,,,Normalized from gdshowsdb 1972 bulk baseline.,,
venue-speedway-meadows-golden-gate-park-san-francisco,"Speedway Meadows, Golden Gate Park",San Francisco,CA,US,,,Normalized from gdshowsdb 1967 bulk baseline.,,
venue-spokane-coliseum-spokane,Spokane Coliseum,Spokane,WA,US,47.66642,-117.421562,Normalized from gdshowsdb 1980 bulk baseline. Wikidata: Q14713903 (name+city matched).,indoor,5400
venue-sportatorium-pembroke-pines,Sportatorium,Pembroke Pines,FL,US,,,Normalized from gdshowsdb 1977 bulk baseline.,,
venue-sporthalle-hamburg,Sporthalle,Hamburg,,Germany,,,Normalized from gdshowsdb 1990 bulk baseline.,,
venue-spreckles-temple-of-music-bandshell-golden-gate-park-san-francisco,"Spreckles Temple of Music Bandshell, Golden Gate Park",San Francisco,CA,US,,,Normalized from gdshowsdb 1967 bulk baseline.,,
venue-springer-s-inn-gresham,Springer's Inn,Gresham,OR,US,,,Normalized from gdshowsdb 1970 bulk baseline.,,
venue-springfield-civic-center-arena-springfield,Springfield Civic Center Arena,Springfield,MA,US,,,Normalized from gdshowsdb 1972 bulk baseline.,,
venue-st-louis-arena-st-louis,St. Louis Arena,St. Louis,MO,US,38.629166666667,-90.282777777778,Normalized from gdshowsdb 1977 bulk baseline. Wikidata: Q3495282 (name+city matched).,indoor,14200
venue-st-paul-civic-center-arena-st-paul,St. Paul Civic Center Arena,St. Paul,MN,US,,,Normalized from gdshowsdb 1973 bulk baseline.,,
venue-stabler-arena-lehigh-university-bethlehem,"Stabler Arena, Lehigh University",Bethlehem,PA,US,40.585277777777776,-75.3575,Normalized from gdshowsdb 1981 bulk baseline. Wikidata: Q7595785 (name+city matched).,,6000
venue-stadthalle-iv-bremen,Stadthalle IV,Bremen,,Germany,,,Normalized from gdshowsdb 1981 bulk baseline.,,
venue-stakladen-cafeteria-aarhus-university-aarhus,Stakladen Cafeteria (Aarhus University),Aarhus,,Denmark,,,Normalized from gdshowsdb 1972 bulk baseline.,,
venue-stanislaus-county-fairgrounds-turlock,Stanislaus County Fairgrounds,Turlock,CA,US,,,Normalized from gdshowsdb 1968 bulk baseline.,,
venue-stanley-theatre-jersey-city,Stanley Theatre,Jersey City,NJ,US,,,Normalized from gdshowsdb 1972 bulk baseline.,,
venue-stanley-theatre-pittsburgh,Stanley Theatre,Pittsburgh,PA,US,40.4428,-79.9997,Normalized from gdshowsdb 1969 bulk baseline. Wikidata: Q817087 (name+city matched).,indoor,2800
venue-star-lake-amphitheater-burgettstown,Star Lake Amphitheater,Burgettstown,PA,US,,,Normalized from gdshowsdb 1992 bulk baseline.,,
venue-starlight-theatre-kansas-city,Starlight Theatre,Kansas City,MO,US,39.00745,-94.53282,Normalized from gdshowsdb 1982 bulk baseline. Wikidata: Q14704492 (name+city matched).,indoor,7739
venue-state-fair-coliseum-detroit,State Fair Coliseum,Detroit,MI,US,,,Normalized from gdshowsdb 1968 bulk baseline.,,
venue-state-fair-coliseum-indianapolis,State Fair Coliseum,Indianapolis,IN,US,,,Normalized from gdshowsdb 1973 bulk baseline.,,
venue-state-fairgrounds-des-moines,State Fairgrounds,Des Moines,IA,US,,,Normalized from gdshowsdb 1973 bulk baseline.,,
venue-stockton-ballroom-stockton,Stockton Ballroom,Stockton,CA,US,,,Normalized from gdshowsdb 1967 bulk baseline.,,
venue-stockton-civic-auditorium-stockton,Stockton Civic Auditorium,Stockton,CA,US,,,Normalized from gdshowsdb 1978 bulk baseline.,,
venue-straight-theater-san-francisco,Straight Theater,San Francisco,CA,US,,,Normalized from gdshowsdb 1967 bulk baseline.,,
venue-strawberry-canyon-berkeley,Strawberry Canyon,Berkeley,CA,US,,,Normalized from gdshowsdb 1966 bulk baseline.,,
venue-student-center-modesto-jr-college-modesto,"Student Center, Modesto Jr. College",Modesto,CA,US,,,Normalized from gdshowsdb 1969 bulk baseline.,,
venue-student-union-ballroom-university-of-utah-salt-lake-city,"Student Union Ballroom, University of Utah",Salt Lake City,UT,US,,,Normalized from gdshowsdb 1969 bulk baseline.,,
venue-sullivan-stadium-foxboro,Sullivan Stadium,Foxboro,MA,US,,,Normalized from gdshowsdb 1987 bulk baseline.,,
venue-sun-dome-university-of-south-florida-tampa,"Sun Dome, University of South Florida",Tampa,FL,US,,,Normalized from gdshowsdb 1985 bulk baseline.,,
venue-swing-auditorium-san-bernardino,Swing Auditorium,San Bernardino,CA,US,,,Normalized from gdshowsdb 1969 bulk baseline.,,
venue-tacoma-dome-tacoma,Tacoma Dome,Tacoma,WA,US,47.236666666667,-122.42666666667,Normalized from gdshowsdb 1988 bulk baseline. Wikidata: Q1570942 (name+city matched).,indoor,5000
venue-taft-auditorium-cincinnati,Taft Auditorium,Cincinnati,OH,US,,,Normalized from gdshowsdb 1971 bulk baseline.,,
venue-tampa-stadium-tampa,Tampa Stadium,Tampa,FL,US,,,Normalized from gdshowsdb 1995 bulk baseline.,,
venue-temple-stadium-temple-university-philadelphia,"Temple Stadium, Temple University",Philadelphia,PA,US,,,Normalized from gdshowsdb 1970 bulk baseline.,,
venue-terminal-island-correctional-facility-san-pedro,Terminal Island Correctional Facility,San Pedro,CA,US,,,Normalized from gdshowsdb 1971 bulk baseline.,,
venue-terrace-ballroom-salt-lake-city,Terrace Ballroom,Salt Lake City,UT,US,,,Normalized from gdshowsdb 1970 bulk baseline.,,
venue-the-ark-boston,The Ark,Boston,MA,US,,,Normalized from gdshowsdb 1969 bulk baseline.,,
venue-the-bank-torrance,The Bank,Torrance,CA,US,,,Normalized from gdshowsdb 1968 bulk baseline.,,
venue-the-big-beat-club-palo-alto,The Big Beat Club,Palo Alto,CA,US,,,Normalized from gdshowsdb 1965 bulk baseline.,,
venue-the-cheetah-venice,The Cheetah,Venice,CA,US,,,Normalized from gdshowsdb 1967 bulk baseline.,,
venue-the-heliport-sausalito,The Heliport,Sausalito,CA,US,,,Normalized from gdshowsdb 1966 bulk baseline.,,
venue-the-hippodrome-san-diego,The Hippodrome,San Diego,CA,US,,,Normalized from gdshowsdb 1968 bulk baseline.,,
