performance_id,person_id,role,instrument,notes,source_key,source_record_id
gd-1992-06-15-knockin-on-heaven-s-door-3-1,person-steve-miller,guest,guitar,Second of two Giants Stadium nights; Miller joined on guitar late in the second set and through the Knockin' On Heaven's Door encore. setlist.fm setlist for the date.,manual,research-clemons-miller-2026-09-18
gd-1992-06-20-baba-o-riley-3-1,person-steve-miller,guest,guitar,"Miller joined on guitar for the Baba O'Riley and Tomorrow Never Knows encore closing the RFK Stadium show, with Bruce Hornsby on accordion all night. setlist.fm setlist for the date; Grateful Dead of the Day, 06-20-1992.",manual,research-clemons-miller-2026-09-18
gd-1992-06-20-tomorrow-never-knows-3-2,person-steve-miller,guest,guitar,"Miller joined on guitar for the Baba O'Riley and Tomorrow Never Knows encore closing the RFK Stadium show, with Bruce Hornsby on accordion all night. setlist.fm setlist for the date; Grateful Dead of the Day, 06-20-1992.",manual,research-clemons-miller-2026-09-18
gd-1992-06-25-iko-iko-2-1,person-steve-miller,guest,guitar,"Miller joined on guitar for Iko Iko into Good Morning Little Schoolgirl, the Sonny Boy Williamson cover's first outing since 1987, through Watchtower, Lovelight and the Gloria encore, with harmonica player James Cotton alongside him. setlist.fm setlist for the date.",manual,research-clemons-miller-2026-09-18
gd-1992-06-25-good-morning-little-schoolgirl-2-2,person-steve-miller,guest,guitar,"Miller joined on guitar for Iko Iko into Good Morning Little Schoolgirl, the Sonny Boy Williamson cover's first outing since 1987, through Watchtower, Lovelight and the Gloria encore, with harmonica player James Cotton alongside him. setlist.fm setlist for the date.",manual,research-clemons-miller-2026-09-18
gd-1992-06-25-all-along-the-watchtower-2-10,person-steve-miller,guest,guitar,"Miller joined on guitar for Iko Iko into Good Morning Little Schoolgirl, the Sonny Boy Williamson cover's first outing since 1987, through Watchtower, Lovelight and the Gloria encore, with harmonica player James Cotton alongside him. setlist.fm setlist for the date.",manual,research-clemons-miller-2026-09-18
gd-1992-06-25-turn-on-your-lovelight-2-11,person-steve-miller,guest,guitar,"Miller joined on guitar for Iko Iko into Good Morning Little Schoolgirl, the Sonny Boy Williamson cover's first outing since 1987, through Watchtower, Lovelight and the Gloria encore, with harmonica player James Cotton alongside him. setlist.fm setlist for the date.",manual,research-clemons-miller-2026-09-18
gd-1992-06-25-gloria-3-1,person-steve-miller,guest,guitar,"Miller joined on guitar for Iko Iko into Good Morning Little Schoolgirl, the Sonny Boy Williamson cover's first outing since 1987, through Watchtower, Lovelight and the Gloria encore, with harmonica player James Cotton alongside him. setlist.fm setlist for the date.",manual,research-clemons-miller-2026-09-18
gd-1992-07-01-midnight-hour-2-2,person-steve-miller,guest,vocals,"Miller and harmonica player Norton Buffalo joined for Midnight Hour and West L.A. Fadeaway, the last time that song closed a second set; Miller later said in an interview he 'couldn't stand that band.' JamBase, 'Watch Grateful Dead Team With Steve Miller & Norton Buffalo...'; setlist.fm setlist for the date.",manual,research-clemons-miller-2026-09-18
gd-1992-07-01-midnight-hour-2-2,person-steve-miller,guest,guitar,"Miller and harmonica player Norton Buffalo joined for Midnight Hour and West L.A. Fadeaway, the last time that song closed a second set; Miller later said in an interview he 'couldn't stand that band.' JamBase, 'Watch Grateful Dead Team With Steve Miller & Norton Buffalo...'; setlist.fm setlist for the date.",manual,research-clemons-miller-2026-09-18
gd-1992-07-01-west-l-a-fadeaway-2-3,person-steve-miller,guest,vocals,"Miller and harmonica player Norton Buffalo joined for Midnight Hour and West L.A. Fadeaway, the last time that song closed a second set; Miller later said in an interview he 'couldn't stand that band.' JamBase, 'Watch Grateful Dead Team With Steve Miller & Norton Buffalo...'; setlist.fm setlist for the date.",manual,research-clemons-miller-2026-09-18
gd-1992-07-01-west-l-a-fadeaway-2-3,person-steve-miller,guest,guitar,"Miller and harmonica player Norton Buffalo joined for Midnight Hour and West L.A. Fadeaway, the last time that song closed a second set; Miller later said in an interview he 'couldn't stand that band.' JamBase, 'Watch Grateful Dead Team With Steve Miller & Norton Buffalo...'; setlist.fm setlist for the date.",manual,research-clemons-miller-2026-09-18
gd-1978-09-14-ollin-arageed-1-1,person-hamza-el-din,guest,oud,"El Din opened the first set with his own composition at the foot of the Great Pyramid, backed by the Nubian Youth Choir and students of his Abu Simbel school. Wikipedia, 'Rocking the Cradle: Egypt 1978.'",manual,research-hamza-el-din-2026-09-18
gd-1978-09-15-ollin-arageed-1-1,person-hamza-el-din,guest,oud,"Second Giza night; El Din again opened the first set with Ollin Arageed and the Nubian choir. Wikipedia, 'Rocking the Cradle: Egypt 1978.'",manual,research-hamza-el-din-2026-09-18
gd-1978-10-21-ollin-arageed-1-1,person-hamza-el-din,guest,oud,"El Din and the Nubian choir crossed the ocean for the Winterland 'homecoming' run, opening the first set the way they had at Giza. Grateful Dead of the Day, guest page for Hamza El Din.",manual,research-hamza-el-din-2026-09-18
gd-1978-10-22-ollin-arageed-1-1,person-hamza-el-din,guest,oud,"Second Winterland homecoming night, same set-one opener. Grateful Dead of the Day, guest page for Hamza El Din.",manual,research-hamza-el-din-2026-09-18
gd-1978-11-24-drums-2-6,person-hamza-el-din,guest,percussion,"El Din sat in for Drums into his own Ollin Arageed into Fire on the Mountain at the Capitol Theatre. Grateful Dead of the Day, guest page for Hamza El Din.",manual,research-hamza-el-din-2026-09-18
gd-1978-11-24-ollin-arageed-2-7,person-hamza-el-din,guest,oud,"Same Capitol Theatre sequence: Ollin Arageed led out of Drums and into Fire on the Mountain. Grateful Dead of the Day, guest page for Hamza El Din.",manual,research-hamza-el-din-2026-09-18
gd-1978-11-24-fire-on-the-mountain-2-8,person-hamza-el-din,guest,percussion,"El Din stayed on through Fire on the Mountain after leading Ollin Arageed out of Drums. Grateful Dead of the Day, guest page for Hamza El Din.",manual,research-hamza-el-din-2026-09-18
gd-1979-08-05-ollin-arageed-2-6,person-hamza-el-din,guest,oud,"El Din returned for Ollin Arageed out of Drums at the Oakland Auditorium. Grateful Dead of the Day, guest page for Hamza El Din.",manual,research-hamza-el-din-2026-09-18
gd-1985-03-13-drums-2-5,person-hamza-el-din,guest,percussion,"El Din sat in for Drums into Ollin Arageed and stayed through Man Smart, Woman Smarter at Berkeley Community Theater. Grateful Dead of the Day, guest page for Hamza El Din.",manual,research-hamza-el-din-2026-09-18
gd-1985-03-13-ollin-arageed-2-6,person-hamza-el-din,guest,oud,"Same Berkeley sequence: his own Ollin Arageed out of Drums. Grateful Dead of the Day, guest page for Hamza El Din.",manual,research-hamza-el-din-2026-09-18
gd-1985-03-13-man-smart-woman-smarter-2-8,person-hamza-el-din,guest,percussion,"El Din stayed on through Man Smart, Woman Smarter after Ollin Arageed and Space. Grateful Dead of the Day, guest page for Hamza El Din.",manual,research-hamza-el-din-2026-09-18
gd-1986-12-30-drums-2-7,person-hamza-el-din,guest,percussion,"El Din sat in for Drums into Ollin Arageed at Henry J. Kaiser Convention Center, on a bill that also brought out the Neville Brothers' rhythm section as guests. Grateful Dead of the Day, guest page for Hamza El Din.",manual,research-hamza-el-din-2026-09-18
gd-1988-03-17-drums-2-5,person-hamza-el-din,guest,percussion,"El Din sat in for Drums at Henry J. Kaiser Convention Center. Grateful Dead of the Day, guest page for Hamza El Din.",manual,research-hamza-el-din-2026-09-18
gd-1990-12-27-drums-2-5,person-hamza-el-din,guest,percussion,"El Din sat in for Drums at Oakland Coliseum Arena. Grateful Dead of the Day, guest page for Hamza El Din.",manual,research-hamza-el-din-2026-09-18
gd-1990-12-31-drums-2-4,person-hamza-el-din,guest,percussion,"El Din sat in for Drums on New Year's Eve at Oakland Coliseum Arena. Grateful Dead of the Day, guest page for Hamza El Din.",manual,research-hamza-el-din-2026-09-18
gd-1992-02-23-drums-2-6,person-hamza-el-din,guest,percussion,"An inspired Drums featuring El Din at Oakland Coliseum Arena, one of his last sit-ins with the band. Daily Dose Of The Dead, 'February 23, 1992.'",manual,research-hamza-el-din-2026-09-18
gd-1993-02-23-space-2-7,person-ornette-coleman,guest,saxophone,"Ornette Coleman and Prime Time opened the show, then Coleman stayed on for Space after his own set closed. JamBase, 'Throwback Thursday: Ornette Coleman Joins Grateful Dead'; setlist.fm setlist for February 23, 1993.",manual,research-jazz-horns-2026-09-18
gd-1993-02-23-the-other-one-2-8,person-ornette-coleman,guest,saxophone,"Coleman continued through The Other One, five years after inviting Garcia to record on his own Virgin Beauty. JamBase, 'Throwback Thursday: Ornette Coleman Joins Grateful Dead'; Wikipedia, 'Virgin Beauty.'",manual,research-jazz-horns-2026-09-18
gd-1993-02-23-stella-blue-2-9,person-ornette-coleman,guest,saxophone,"Coleman stayed for Stella Blue. Ultimate Classic Rock, 'The Night Ornette Coleman Joined the Grateful Dead'; JamBase, 'Throwback Thursday: Ornette Coleman Joins Grateful Dead.'",manual,research-jazz-horns-2026-09-18
gd-1993-02-23-turn-on-your-lovelight-2-10,person-ornette-coleman,guest,saxophone,"Coleman closed out the set on Turn On Your Lovelight, his first sit-in with the Dead. JamBase, 'Throwback Thursday: Ornette Coleman Joins Grateful Dead'; setlist.fm setlist for February 23, 1993.",manual,research-jazz-horns-2026-09-18
gd-1993-12-09-space-2-7,person-ornette-coleman,guest,saxophone,"Airto Moreira and Flora Purim sat in on Drums, then Coleman took over starting with Space, his second sit-in of 1993. Dead.net show-page comments for December 9, 1993; JamBase, 'Throwback Thursday: Ornette Coleman Joins Grateful Dead.'",manual,research-jazz-horns-2026-09-18
gd-1993-12-09-the-other-one-2-8,person-ornette-coleman,guest,saxophone,"Coleman continued through The Other One. JamBase, 'Throwback Thursday: Ornette Coleman Joins Grateful Dead'; setlist.fm setlist for December 9, 1993.",manual,research-jazz-horns-2026-09-18
gd-1993-12-09-wharf-rat-2-9,person-ornette-coleman,guest,saxophone,"Coleman stayed for Wharf Rat. JamBase, 'Throwback Thursday: Ornette Coleman Joins Grateful Dead'; setlist.fm setlist for December 9, 1993.",manual,research-jazz-horns-2026-09-18
gd-1993-12-09-turn-on-your-lovelight-2-10,person-ornette-coleman,guest,saxophone,"Coleman's last song onstage with the Grateful Dead. One dead.net commenter wrote only 'That counts!' about his appearance that night. JamBase, 'Throwback Thursday: Ornette Coleman Joins Grateful Dead'; dead.net show-page comments for December 9, 1993.",manual,research-jazz-horns-2026-09-18
gd-1993-09-22-bird-song-1-7,person-david-murray,guest,saxophone,"Murray stepped out to close the first set on Bird Song, cued live through an earpiece monitor system the band used that tour. Grateful Dead Hour no. 445; JamBase, 'David Murray Joins Grateful Dead At MSG In 1993.'",manual,research-jazz-horns-2026-09-18
gd-1993-09-22-easy-answers-2-1,person-david-murray,guest,saxophone,"Murray returned to open the second set on Easy Answers and stayed on through the rest of the night. JamBase, 'David Murray Joins Grateful Dead At MSG In 1993.'",manual,research-jazz-horns-2026-09-18
gd-1993-09-22-lazy-river-road-2-2,person-david-murray,guest,saxophone,"Murray continued on Lazy River Road. Grateful Dead of the Day guest index for David Murray; headyversion.com show page for September 22, 1993.",manual,research-jazz-horns-2026-09-18
gd-1993-09-22-estimated-prophet-2-3,person-david-murray,guest,saxophone,"Garcia and Vince Welnick traded runs back with Murray's own lines during Estimated Prophet. Grateful Dead of the Day, review of September 22, 1993.",manual,research-jazz-horns-2026-09-18
gd-1993-09-22-dark-star-2-4,person-david-murray,guest,saxophone,"Murray's run through this extended Dark Star stuck with him; three years later he recorded Dark Star: The Music of the Grateful Dead as a tribute to Garcia. Grateful Dead of the Day, review of September 22, 1993; Music Box Online review of the tribute album.",manual,research-jazz-horns-2026-09-18
gd-1993-09-22-space-2-6,person-david-murray,guest,saxophone,"Murray played through Space. headyversion.com show page for September 22, 1993.",manual,research-jazz-horns-2026-09-18
gd-1993-09-22-wharf-rat-2-7,person-david-murray,guest,saxophone,"Murray added another layer of texture to Wharf Rat. Grateful Dead of the Day, review of September 22, 1993.",manual,research-jazz-horns-2026-09-18
gd-1993-09-22-throwing-stones-2-8,person-david-murray,guest,saxophone,"Murray and blues harmonica player James Cotton, also a guest that night, played together on Throwing Stones. Grateful Dead of the Day guest index for David Murray; headyversion.com show page for September 22, 1993.",manual,research-jazz-horns-2026-09-18
gd-1993-09-22-turn-on-your-lovelight-2-9,person-david-murray,guest,saxophone,"Murray's last song of the night, closing a second set he played almost entirely. JamBase, 'David Murray Joins Grateful Dead At MSG In 1993'; Grateful Dead of the Day guest index for David Murray.",manual,research-jazz-horns-2026-09-18
gd-1995-02-26-estimated-prophet-2-5,person-david-murray,guest,saxophone,"Murray and Octofunk opened the show; Murray sat in with the Dead starting here in the second set, his second and last sit-in with the band. setlist.fm setlist for February 26, 1995; dead.net show page for February 26, 1995.",manual,research-jazz-horns-2026-09-18
gd-1995-02-26-eyes-of-the-world-2-6,person-david-murray,guest,saxophone,"Murray continued on Eyes of the World, joined by Sikiru Adepoju on talking drum. setlist.fm setlist for February 26, 1995.",manual,research-jazz-horns-2026-09-18
gd-1995-02-26-space-2-8,person-david-murray,guest,saxophone,"Murray played Space; one dead.net commenter called the saxophone 'the worst sax I have ever heard,' a dissent from the warmer reviews of his 1993 MSG sit-in. Dead.net show-page comments for February 26, 1995; setlist.fm setlist for February 26, 1995.",manual,research-jazz-horns-2026-09-18
gd-1995-02-26-the-days-between-2-10,person-david-murray,guest,saxophone,"Murray stayed on for The Days Between. setlist.fm setlist for February 26, 1995.",manual,research-jazz-horns-2026-09-18
gd-1995-02-26-not-fade-away-2-11,person-david-murray,guest,saxophone,"Murray closed the show on Not Fade Away. setlist.fm setlist for February 26, 1995.",manual,research-jazz-horns-2026-09-18
gd-1991-11-03-born-on-the-bayou-1-5,person-john-fogerty,guest,guitar,"John Fogerty sang and played his old Creedence Clearwater Revival songs with the Dead at the free Bill Graham memorial. setlist.fm, ""Bill Graham Memorial: Laughter, Love and Music 1991""; JamBase, ""Grateful Dead Legends Team For Bill Graham Tribute.""",manual,research-memorial-and-nye-2026-09-18
gd-1991-11-03-born-on-the-bayou-1-5,person-john-fogerty,guest,vocals,"John Fogerty sang and played his old Creedence Clearwater Revival songs with the Dead at the free Bill Graham memorial. setlist.fm, ""Bill Graham Memorial: Laughter, Love and Music 1991""; JamBase, ""Grateful Dead Legends Team For Bill Graham Tribute.""",manual,research-memorial-and-nye-2026-09-18
gd-1991-11-03-green-river-1-6,person-john-fogerty,guest,guitar,"John Fogerty sang and played his old Creedence Clearwater Revival songs with the Dead at the free Bill Graham memorial. setlist.fm, ""Bill Graham Memorial: Laughter, Love and Music 1991""; JamBase, ""Grateful Dead Legends Team For Bill Graham Tribute.""",manual,research-memorial-and-nye-2026-09-18
gd-1991-11-03-green-river-1-6,person-john-fogerty,guest,vocals,"John Fogerty sang and played his old Creedence Clearwater Revival songs with the Dead at the free Bill Graham memorial. setlist.fm, ""Bill Graham Memorial: Laughter, Love and Music 1991""; JamBase, ""Grateful Dead Legends Team For Bill Graham Tribute.""",manual,research-memorial-and-nye-2026-09-18
gd-1991-11-03-bad-moon-rising-1-7,person-john-fogerty,guest,guitar,"John Fogerty sang and played his old Creedence Clearwater Revival songs with the Dead at the free Bill Graham memorial. setlist.fm, ""Bill Graham Memorial: Laughter, Love and Music 1991""; JamBase, ""Grateful Dead Legends Team For Bill Graham Tribute.""",manual,research-memorial-and-nye-2026-09-18
gd-1991-11-03-bad-moon-rising-1-7,person-john-fogerty,guest,vocals,"John Fogerty sang and played his old Creedence Clearwater Revival songs with the Dead at the free Bill Graham memorial. setlist.fm, ""Bill Graham Memorial: Laughter, Love and Music 1991""; JamBase, ""Grateful Dead Legends Team For Bill Graham Tribute.""",manual,research-memorial-and-nye-2026-09-18
gd-1991-11-03-proud-mary-1-8,person-john-fogerty,guest,guitar,"John Fogerty sang and played his old Creedence Clearwater Revival songs with the Dead at the free Bill Graham memorial. setlist.fm, ""Bill Graham Memorial: Laughter, Love and Music 1991""; JamBase, ""Grateful Dead Legends Team For Bill Graham Tribute.""",manual,research-memorial-and-nye-2026-09-18
gd-1991-11-03-proud-mary-1-8,person-john-fogerty,guest,vocals,"John Fogerty sang and played his old Creedence Clearwater Revival songs with the Dead at the free Bill Graham memorial. setlist.fm, ""Bill Graham Memorial: Laughter, Love and Music 1991""; JamBase, ""Grateful Dead Legends Team For Bill Graham Tribute.""",manual,research-memorial-and-nye-2026-09-18
gd-1991-11-03-forever-young-2-1,person-neil-young,guest,guitar,"Neil Young joined for his own ""Forever Young"" in the encore, the only song sourced to him that day. setlist.fm; JamBase, ""Grateful Dead Legends Team For Bill Graham Tribute.""",manual,research-memorial-and-nye-2026-09-18
gd-1991-11-03-forever-young-2-1,person-neil-young,guest,vocals,"Neil Young joined for his own ""Forever Young"" in the encore, the only song sourced to him that day. setlist.fm; JamBase, ""Grateful Dead Legends Team For Bill Graham Tribute.""",manual,research-memorial-and-nye-2026-09-18
gd-1991-11-03-wang-dang-doodle-1-4,person-john-popper,guest,harmonica,"John Popper of Blues Traveler sat in on harmonica for this one song, the show's only non-CCR, non-Young sit-in. setlist.fm, ""Bill Graham Memorial: Laughter, Love and Music 1991.""",manual,research-memorial-and-nye-2026-09-18
gd-1982-12-30-hard-to-handle-3-1,person-etta-james,guest,vocals,"Etta James took the encore, backed by the Tower of Power horns, in the first Hard To Handle since Pigpen sang it in 1971. Grateful Dead of the Day, 12-30-1982: ""funk-filled with the horns just killing it.""",manual,research-memorial-and-nye-2026-09-18
gd-1982-12-30-tell-mama-3-2,person-etta-james,guest,vocals,"Etta James sang her own ""Tell Mama"" with the Tower of Power horns to close the show. Grateful Dead of the Day, 12-30-1982; jerrygarcia.com show page.",manual,research-memorial-and-nye-2026-09-18
gd-1982-12-30-hard-to-handle-3-1,person-emilio-castillo,guest,saxophone,"Tower of Power's horns backed Etta James on both encore songs. jerrygarcia.com show page: ""Hard To Handle*, Tell Mama* — *w/ Etta James & Tower of Power Horns.""",manual,research-memorial-and-nye-2026-09-18
gd-1982-12-30-hard-to-handle-3-1,person-greg-adams,guest,trumpet,"Tower of Power's horns backed Etta James on both encore songs. jerrygarcia.com show page: ""Hard To Handle*, Tell Mama* — *w/ Etta James & Tower of Power Horns.""",manual,research-memorial-and-nye-2026-09-18
gd-1982-12-30-hard-to-handle-3-1,person-marc-russo,guest,saxophone,"Tower of Power's horns backed Etta James on both encore songs. jerrygarcia.com show page: ""Hard To Handle*, Tell Mama* — *w/ Etta James & Tower of Power Horns.""",manual,research-memorial-and-nye-2026-09-18
gd-1982-12-30-hard-to-handle-3-1,person-stephen-kupka,guest,saxophone,"Tower of Power's horns backed Etta James on both encore songs. jerrygarcia.com show page: ""Hard To Handle*, Tell Mama* — *w/ Etta James & Tower of Power Horns.""",manual,research-memorial-and-nye-2026-09-18
gd-1982-12-30-tell-mama-3-2,person-emilio-castillo,guest,saxophone,"Tower of Power's horns backed Etta James on both encore songs. jerrygarcia.com show page: ""Hard To Handle*, Tell Mama* — *w/ Etta James & Tower of Power Horns.""",manual,research-memorial-and-nye-2026-09-18
gd-1982-12-30-tell-mama-3-2,person-greg-adams,guest,trumpet,"Tower of Power's horns backed Etta James on both encore songs. jerrygarcia.com show page: ""Hard To Handle*, Tell Mama* — *w/ Etta James & Tower of Power Horns.""",manual,research-memorial-and-nye-2026-09-18
gd-1982-12-30-tell-mama-3-2,person-marc-russo,guest,saxophone,"Tower of Power's horns backed Etta James on both encore songs. jerrygarcia.com show page: ""Hard To Handle*, Tell Mama* — *w/ Etta James & Tower of Power Horns.""",manual,research-memorial-and-nye-2026-09-18
gd-1982-12-30-tell-mama-3-2,person-stephen-kupka,guest,saxophone,"Tower of Power's horns backed Etta James on both encore songs. jerrygarcia.com show page: ""Hard To Handle*, Tell Mama* — *w/ Etta James & Tower of Power Horns.""",manual,research-memorial-and-nye-2026-09-18
gd-1982-12-31-turn-on-your-lovelight-3-1,person-etta-james,guest,vocals,"Etta James fronted the whole third set with the Tower of Power horns, a five-song run of soul and R&B standards closing 1982. Hooterollin' Around, ""Unknown Percussionist, 3rd Set: December 31, 1982""; setlist.fm.",manual,research-memorial-and-nye-2026-09-18
gd-1982-12-31-tell-mama-3-2,person-etta-james,guest,vocals,"Etta James fronted the whole third set with the Tower of Power horns, a five-song run of soul and R&B standards closing 1982. Hooterollin' Around, ""Unknown Percussionist, 3rd Set: December 31, 1982""; setlist.fm.",manual,research-memorial-and-nye-2026-09-18
gd-1982-12-31-baby-what-you-want-me-to-do-3-3,person-etta-james,guest,vocals,"Etta James fronted the whole third set with the Tower of Power horns, a five-song run of soul and R&B standards closing 1982. Hooterollin' Around, ""Unknown Percussionist, 3rd Set: December 31, 1982""; setlist.fm.",manual,research-memorial-and-nye-2026-09-18
gd-1982-12-31-hard-to-handle-3-4,person-etta-james,guest,vocals,"Etta James fronted the whole third set with the Tower of Power horns, a five-song run of soul and R&B standards closing 1982. Hooterollin' Around, ""Unknown Percussionist, 3rd Set: December 31, 1982""; setlist.fm.",manual,research-memorial-and-nye-2026-09-18
gd-1982-12-31-midnight-hour-3-5,person-etta-james,guest,vocals,"Etta James fronted the whole third set with the Tower of Power horns, a five-song run of soul and R&B standards closing 1982. Hooterollin' Around, ""Unknown Percussionist, 3rd Set: December 31, 1982""; setlist.fm.",manual,research-memorial-and-nye-2026-09-18
gd-1982-12-31-turn-on-your-lovelight-3-1,person-emilio-castillo,guest,saxophone,"The Tower of Power horns backed Etta James for all five songs of the third set. Hooterollin' Around, ""Unknown Percussionist, 3rd Set: December 31, 1982"": the horns ""performed five R&B songs"" that night.",manual,research-memorial-and-nye-2026-09-18
gd-1982-12-31-turn-on-your-lovelight-3-1,person-greg-adams,guest,trumpet,"The Tower of Power horns backed Etta James for all five songs of the third set. Hooterollin' Around, ""Unknown Percussionist, 3rd Set: December 31, 1982"": the horns ""performed five R&B songs"" that night.",manual,research-memorial-and-nye-2026-09-18
gd-1982-12-31-turn-on-your-lovelight-3-1,person-marc-russo,guest,saxophone,"The Tower of Power horns backed Etta James for all five songs of the third set. Hooterollin' Around, ""Unknown Percussionist, 3rd Set: December 31, 1982"": the horns ""performed five R&B songs"" that night.",manual,research-memorial-and-nye-2026-09-18
gd-1982-12-31-turn-on-your-lovelight-3-1,person-stephen-kupka,guest,saxophone,"The Tower of Power horns backed Etta James for all five songs of the third set. Hooterollin' Around, ""Unknown Percussionist, 3rd Set: December 31, 1982"": the horns ""performed five R&B songs"" that night.",manual,research-memorial-and-nye-2026-09-18
gd-1982-12-31-turn-on-your-lovelight-3-1,person-mic-gillette,guest,trumpet,"The Tower of Power horns backed Etta James for all five songs of the third set. Hooterollin' Around, ""Unknown Percussionist, 3rd Set: December 31, 1982"": the horns ""performed five R&B songs"" that night.",manual,research-memorial-and-nye-2026-09-18
gd-1982-12-31-tell-mama-3-2,person-emilio-castillo,guest,saxophone,"The Tower of Power horns backed Etta James for all five songs of the third set. Hooterollin' Around, ""Unknown Percussionist, 3rd Set: December 31, 1982"": the horns ""performed five R&B songs"" that night.",manual,research-memorial-and-nye-2026-09-18
gd-1982-12-31-tell-mama-3-2,person-greg-adams,guest,trumpet,"The Tower of Power horns backed Etta James for all five songs of the third set. Hooterollin' Around, ""Unknown Percussionist, 3rd Set: December 31, 1982"": the horns ""performed five R&B songs"" that night.",manual,research-memorial-and-nye-2026-09-18
gd-1982-12-31-tell-mama-3-2,person-marc-russo,guest,saxophone,"The Tower of Power horns backed Etta James for all five songs of the third set. Hooterollin' Around, ""Unknown Percussionist, 3rd Set: December 31, 1982"": the horns ""performed five R&B songs"" that night.",manual,research-memorial-and-nye-2026-09-18
gd-1982-12-31-tell-mama-3-2,person-stephen-kupka,guest,saxophone,"The Tower of Power horns backed Etta James for all five songs of the third set. Hooterollin' Around, ""Unknown Percussionist, 3rd Set: December 31, 1982"": the horns ""performed five R&B songs"" that night.",manual,research-memorial-and-nye-2026-09-18
gd-1982-12-31-tell-mama-3-2,person-mic-gillette,guest,trumpet,"The Tower of Power horns backed Etta James for all five songs of the third set. Hooterollin' Around, ""Unknown Percussionist, 3rd Set: December 31, 1982"": the horns ""performed five R&B songs"" that night.",manual,research-memorial-and-nye-2026-09-18
gd-1982-12-31-baby-what-you-want-me-to-do-3-3,person-emilio-castillo,guest,saxophone,"The Tower of Power horns backed Etta James for all five songs of the third set. Hooterollin' Around, ""Unknown Percussionist, 3rd Set: December 31, 1982"": the horns ""performed five R&B songs"" that night.",manual,research-memorial-and-nye-2026-09-18
gd-1982-12-31-baby-what-you-want-me-to-do-3-3,person-greg-adams,guest,trumpet,"The Tower of Power horns backed Etta James for all five songs of the third set. Hooterollin' Around, ""Unknown Percussionist, 3rd Set: December 31, 1982"": the horns ""performed five R&B songs"" that night.",manual,research-memorial-and-nye-2026-09-18
gd-1982-12-31-baby-what-you-want-me-to-do-3-3,person-marc-russo,guest,saxophone,"The Tower of Power horns backed Etta James for all five songs of the third set. Hooterollin' Around, ""Unknown Percussionist, 3rd Set: December 31, 1982"": the horns ""performed five R&B songs"" that night.",manual,research-memorial-and-nye-2026-09-18
gd-1982-12-31-baby-what-you-want-me-to-do-3-3,person-stephen-kupka,guest,saxophone,"The Tower of Power horns backed Etta James for all five songs of the third set. Hooterollin' Around, ""Unknown Percussionist, 3rd Set: December 31, 1982"": the horns ""performed five R&B songs"" that night.",manual,research-memorial-and-nye-2026-09-18
gd-1982-12-31-baby-what-you-want-me-to-do-3-3,person-mic-gillette,guest,trumpet,"The Tower of Power horns backed Etta James for all five songs of the third set. Hooterollin' Around, ""Unknown Percussionist, 3rd Set: December 31, 1982"": the horns ""performed five R&B songs"" that night.",manual,research-memorial-and-nye-2026-09-18
gd-1982-12-31-hard-to-handle-3-4,person-emilio-castillo,guest,saxophone,"The Tower of Power horns backed Etta James for all five songs of the third set. Hooterollin' Around, ""Unknown Percussionist, 3rd Set: December 31, 1982"": the horns ""performed five R&B songs"" that night.",manual,research-memorial-and-nye-2026-09-18
gd-1982-12-31-hard-to-handle-3-4,person-greg-adams,guest,trumpet,"The Tower of Power horns backed Etta James for all five songs of the third set. Hooterollin' Around, ""Unknown Percussionist, 3rd Set: December 31, 1982"": the horns ""performed five R&B songs"" that night.",manual,research-memorial-and-nye-2026-09-18
gd-1982-12-31-hard-to-handle-3-4,person-marc-russo,guest,saxophone,"The Tower of Power horns backed Etta James for all five songs of the third set. Hooterollin' Around, ""Unknown Percussionist, 3rd Set: December 31, 1982"": the horns ""performed five R&B songs"" that night.",manual,research-memorial-and-nye-2026-09-18
gd-1982-12-31-hard-to-handle-3-4,person-stephen-kupka,guest,saxophone,"The Tower of Power horns backed Etta James for all five songs of the third set. Hooterollin' Around, ""Unknown Percussionist, 3rd Set: December 31, 1982"": the horns ""performed five R&B songs"" that night.",manual,research-memorial-and-nye-2026-09-18
gd-1982-12-31-hard-to-handle-3-4,person-mic-gillette,guest,trumpet,"The Tower of Power horns backed Etta James for all five songs of the third set. Hooterollin' Around, ""Unknown Percussionist, 3rd Set: December 31, 1982"": the horns ""performed five R&B songs"" that night.",manual,research-memorial-and-nye-2026-09-18
gd-1982-12-31-midnight-hour-3-5,person-emilio-castillo,guest,saxophone,"The Tower of Power horns backed Etta James for all five songs of the third set. Hooterollin' Around, ""Unknown Percussionist, 3rd Set: December 31, 1982"": the horns ""performed five R&B songs"" that night.",manual,research-memorial-and-nye-2026-09-18
gd-1982-12-31-midnight-hour-3-5,person-greg-adams,guest,trumpet,"The Tower of Power horns backed Etta James for all five songs of the third set. Hooterollin' Around, ""Unknown Percussionist, 3rd Set: December 31, 1982"": the horns ""performed five R&B songs"" that night.",manual,research-memorial-and-nye-2026-09-18
gd-1982-12-31-midnight-hour-3-5,person-marc-russo,guest,saxophone,"The Tower of Power horns backed Etta James for all five songs of the third set. Hooterollin' Around, ""Unknown Percussionist, 3rd Set: December 31, 1982"": the horns ""performed five R&B songs"" that night.",manual,research-memorial-and-nye-2026-09-18
